place,count,count_normalized,label
New Jersey,127,0.0038966617574865,2011 - 2015
San Bernardino,126,0.003865979381443299,2011 - 2015
Kenya,126,0.003865979381443299,2011 - 2015
Democratic,125,0.003835297005400098,2011 - 2015
Cairo,125,0.003835297005400098,2011 - 2015
Jew,123,0.0037739322533136966,2011 - 2015
Nigeria,122,0.003743249877270496,2011 - 2015
Colorado,121,0.003712567501227295,2011 - 2015
Pennsylvania,119,0.0036512027491408935,2011 - 2015
Saudi,118,0.003620520373097693,2011 - 2015
Africa,117,0.0035898379970544917,2011 - 2015
Detroit,116,0.003559155621011291,2011 - 2015
Sunni,110,0.0033750613647520866,2011 - 2015
Ohio,109,0.0033443789887088854,2011 - 2015
Turkey,109,0.0033443789887088854,2011 - 2015
Arabic,108,0.0033136966126656848,2011 - 2015
Australia,108,0.0033136966126656848,2011 - 2015
Italy,105,0.0032216494845360823,2011 - 2015
Spain,103,0.003160284732449681,2011 - 2015
Baghdad,103,0.003160284732449681,2011 - 2015
South Carolina,102,0.0031296023564064803,2011 - 2015
Mexico,96,0.0029455081001472753,2011 - 2015
Calif,95,0.0029148257241040747,2011 - 2015
Japan,92,0.002822778595974472,2011 - 2015
Moscow,92,0.002822778595974472,2011 - 2015
Jerusalem,92,0.002822778595974472,2011 - 2015
Arizona,88,0.002700049091801669,2011 - 2015
Massachusetts,88,0.002700049091801669,2011 - 2015
Minneapolis,83,0.0025466372115856653,2011 - 2015
Fla,80,0.002454590083456063,2011 - 2015
Minnesota,80,0.002454590083456063,2011 - 2015
Algeria,78,0.0023932253313696614,2011 - 2015
North Africa,78,0.0023932253313696614,2011 - 2015
Philadelphia,77,0.0023625429553264603,2011 - 2015
Doesn,77,0.0023625429553264603,2011 - 2015
Oregon,76,0.0023318605792832597,2011 - 2015
Illinois,74,0.0022704958271968583,2011 - 2015
Brooklyn,74,0.0022704958271968583,2011 - 2015
Indian,72,0.0022091310751104565,2011 - 2015
Beije,71,0.002178448699067256,2011 - 2015
Miami,70,0.002147766323024055,2011 - 2015
North Korea,68,0.0020864015709376534,2011 - 2015
Indonesia,68,0.0020864015709376534,2011 - 2015
Tunisia,68,0.0020864015709376534,2011 - 2015
Belgium,64,0.0019636720667648502,2011 - 2015
Georgia,62,0.0019023073146784487,2011 - 2015
Utah,62,0.0019023073146784487,2011 - 2015
Qatar,61,0.001871624938635248,2011 - 2015
Gaza,61,0.001871624938635248,2011 - 2015
Iowa,61,0.001871624938635248,2011 - 2015
Islamabad,60,0.001840942562592047,2011 - 2015
Nairobi,60,0.001840942562592047,2011 - 2015
Chechen,56,0.001718213058419244,2011 - 2015
San Francisco,56,0.001718213058419244,2011 - 2015
Norway,55,0.0016875306823760433,2011 - 2015
Brussels,55,0.0016875306823760433,2011 - 2015
Atlanta,55,0.0016875306823760433,2011 - 2015
Wisconsin,55,0.0016875306823760433,2011 - 2015
English,54,0.0016568483063328424,2011 - 2015
Maryland,54,0.0016568483063328424,2011 - 2015
Kentucky,54,0.0016568483063328424,2011 - 2015
Malaysia,53,0.0016261659302896417,2011 - 2015
Mumbai,53,0.0016261659302896417,2011 - 2015
Shiite,52,0.0015954835542464408,2011 - 2015
Calif   ,52,0.0015954835542464408,2011 - 2015
Charleston,50,0.0015341188021600392,2011 - 2015
Brazil,49,0.0015034364261168386,2011 - 2015
Morocco,48,0.0014727540500736377,2011 - 2015
Michigan,48,0.0014727540500736377,2011 - 2015
Berlin,48,0.0014727540500736377,2011 - 2015
Kurdish,48,0.0014727540500736377,2011 - 2015
Oklahoma,47,0.001442071674030437,2011 - 2015
Kabul,46,0.001411389297987236,2011 - 2015
Pittsburgh,46,0.001411389297987236,2011 - 2015
Ireland,46,0.001411389297987236,2011 - 2015
Greece,44,0.0013500245459008345,2011 - 2015
Dallas,44,0.0013500245459008345,2011 - 2015
Vietnam,44,0.0013500245459008345,2011 - 2015
Colombia,43,0.0013193421698576339,2011 - 2015
Kuwait,43,0.0013193421698576339,2011 - 2015
Tanzania,43,0.0013193421698576339,2011 - 2015
Xinjiang,43,0.0013193421698576339,2011 - 2015
Missouri,42,0.001288659793814433,2011 - 2015
Scotland,41,0.0012579774177712323,2011 - 2015
Kansas,41,0.0012579774177712323,2011 - 2015
North Carolina,41,0.0012579774177712323,2011 - 2015
Havana,41,0.0012579774177712323,2011 - 2015
Thailand,40,0.0012272950417280314,2011 - 2015
Damascus,39,0.0011966126656848307,2011 - 2015
Tripoli,39,0.0011966126656848307,2011 - 2015
Denver,38,0.0011659302896416298,2011 - 2015
San Diego,38,0.0011659302896416298,2011 - 2015
West Virginia,38,0.0011659302896416298,2011 - 2015
Sean,38,0.0011659302896416298,2011 - 2015
Ethiopia,37,0.0011352479135984291,2011 - 2015
Dutch,37,0.0011352479135984291,2011 - 2015
Milwaukee,37,0.0011352479135984291,2011 - 2015
Nazi,36,0.0011045655375552283,2011 - 2015
Catholic,36,0.0011045655375552283,2011 - 2015
Mali,36,0.0011045655375552283,2011 - 2015
New Hampshire,35,0.0010738831615120276,2011 - 2015
The United States Of America,35,0.0010738831615120276,2011 - 2015
East Africa,35,0.0010738831615120276,2011 - 2015
Indiana,35,0.0010738831615120276,2011 - 2015
West Africa,35,0.0010738831615120276,2011 - 2015
Switzerland,34,0.0010432007854688267,2011 - 2015
Tampa,34,0.0010432007854688267,2011 - 2015
Ku,34,0.0010432007854688267,2011 - 2015
Ukraine,33,0.001012518409425626,2011 - 2015
Palestine,33,0.001012518409425626,2011 - 2015
The West Bank,33,0.001012518409425626,2011 - 2015
Las Vegas,33,0.001012518409425626,2011 - 2015
Chechnya,33,0.001012518409425626,2011 - 2015
Christianity,33,0.001012518409425626,2011 - 2015
Korea,32,0.0009818360333824251,2011 - 2015
Netherlands,32,0.0009818360333824251,2011 - 2015
The United Kingdom,31,0.0009511536573392243,2011 - 2015
Connecticut,31,0.0009511536573392243,2011 - 2015
England,31,0.0009511536573392243,2011 - 2015
Idaho,30,0.0009204712812960235,2011 - 2015
Conn   ,30,0.0009204712812960235,2011 - 2015
Ottawa,30,0.0009204712812960235,2011 - 2015
South Africa,29,0.0008897889052528228,2011 - 2015
North African,29,0.0008897889052528228,2011 - 2015
Tel Aviv,29,0.0008897889052528228,2011 - 2015
Salt Lake City,29,0.0008897889052528228,2011 - 2015
West Bank,29,0.0008897889052528228,2011 - 2015
Madrid,29,0.0008897889052528228,2011 - 2015
South Korea,28,0.000859106529209622,2011 - 2015
Kosovo,28,0.000859106529209622,2011 - 2015
Dagestan,28,0.000859106529209622,2011 - 2015
Singh,27,0.0008284241531664212,2011 - 2015
Tennessee,27,0.0008284241531664212,2011 - 2015
Sweden,27,0.0008284241531664212,2011 - 2015
Maine,27,0.0008284241531664212,2011 - 2015
Richmond,27,0.0008284241531664212,2011 - 2015
New Delhi,27,0.0008284241531664212,2011 - 2015
Mich   ,27,0.0008284241531664212,2011 - 2015
Panama,27,0.0008284241531664212,2011 - 2015
Bosnia,26,0.0007977417771232204,2011 - 2015
Bronx,26,0.0007977417771232204,2011 - 2015
Toronto,26,0.0007977417771232204,2011 - 2015
Nevada,26,0.0007977417771232204,2011 - 2015
The Gaza Strip,26,0.0007977417771232204,2011 - 2015
Uganda,26,0.0007977417771232204,2011 - 2015
The United Arab Emirates,25,0.0007670594010800196,2011 - 2015
Asia,25,0.0007670594010800196,2011 - 2015
Amsterdam,25,0.0007670594010800196,2011 - 2015
Austria,25,0.0007670594010800196,2011 - 2015
Colorado Springs,25,0.0007670594010800196,2011 - 2015
Jakarta,24,0.0007363770250368188,2011 - 2015
Non Muslim,24,0.0007363770250368188,2011 - 2015
Northern Ireland,24,0.0007363770250368188,2011 - 2015
Tehran,24,0.0007363770250368188,2011 - 2015
Osmakac,23,0.000705694648993618,2011 - 2015
Sudan,23,0.000705694648993618,2011 - 2015
Tsarnaev,23,0.000705694648993618,2011 - 2015
Montana,22,0.0006750122729504173,2011 - 2015
Communist,22,0.0006750122729504173,2011 - 2015
Rome,22,0.0006750122729504173,2011 - 2015
Quran,22,0.0006750122729504173,2011 - 2015
Istanbul,22,0.0006750122729504173,2011 - 2015
North Korean,22,0.0006750122729504173,2011 - 2015
Arkansas,22,0.0006750122729504173,2011 - 2015
West African,22,0.0006750122729504173,2011 - 2015
Newtown,22,0.0006750122729504173,2011 - 2015
Namo,22,0.0006750122729504173,2011 - 2015
African American,21,0.0006443298969072165,2011 - 2015
Finsbury Park,21,0.0006443298969072165,2011 - 2015
Hawaii,21,0.0006443298969072165,2011 - 2015
Poland,21,0.0006443298969072165,2011 - 2015
Alexandria,21,0.0006443298969072165,2011 - 2015
Shia,21,0.0006443298969072165,2011 - 2015
Mississippi,20,0.0006136475208640157,2011 - 2015
Couliba,20,0.0006136475208640157,2011 - 2015
Non Muslims,20,0.0006136475208640157,2011 - 2015
Denmark,20,0.0006136475208640157,2011 - 2015
Vermont,20,0.0006136475208640157,2011 - 2015
Strasbourg,20,0.0006136475208640157,2011 - 2015
Hamburg,20,0.0006136475208640157,2011 - 2015
Seattle,20,0.0006136475208640157,2011 - 2015
Austin,20,0.0006136475208640157,2011 - 2015
Kuala Lumpur,19,0.0005829651448208149,2011 - 2015
Oakland Park  ,19,0.0005829651448208149,2011 - 2015
Riyadh,19,0.0005829651448208149,2011 - 2015
Cleveland,19,0.0005829651448208149,2011 - 2015
Kurd,19,0.0005829651448208149,2011 - 2015
Hong Kong,19,0.0005829651448208149,2011 - 2015
Birmingham,19,0.0005829651448208149,2011 - 2015
Cambridge,18,0.0005522827687776141,2011 - 2015
New Mexico,18,0.0005522827687776141,2011 - 2015
Venezuela,18,0.0005522827687776141,2011 - 2015
Amman,18,0.0005522827687776141,2011 - 2015
Alaska,18,0.0005522827687776141,2011 - 2015
Louisiana,18,0.0005522827687776141,2011 - 2015
Tokyo,18,0.0005522827687776141,2011 - 2015
Geneva,18,0.0005522827687776141,2011 - 2015
Houston,17,0.0005216003927344133,2011 - 2015
Uk,17,0.0005216003927344133,2011 - 2015
Marxist,17,0.0005216003927344133,2011 - 2015
Dubai,17,0.0005216003927344133,2011 - 2015
Hispanic,17,0.0005216003927344133,2011 - 2015
Columbus,16,0.0004909180166912126,2011 - 2015
Latin,16,0.0004909180166912126,2011 - 2015
Md   ,16,0.0004909180166912126,2011 - 2015
Singh Kaleka,16,0.0004909180166912126,2011 - 2015
Oakland,16,0.0004909180166912126,2011 - 2015
Anti American,16,0.0004909180166912126,2011 - 2015
Singapore,16,0.0004909180166912126,2011 - 2015
Han,15,0.0004602356406480118,2011 - 2015
Alabama,15,0.0004602356406480118,2011 - 2015
Albany,15,0.0004602356406480118,2011 - 2015
Orlando,15,0.0004602356406480118,2011 - 2015
Mogadishu,15,0.0004602356406480118,2011 - 2015
Conn,15,0.0004602356406480118,2011 - 2015
Rio De Janeiro,15,0.0004602356406480118,2011 - 2015
Peru,15,0.0004602356406480118,2011 - 2015
Sacramento,15,0.0004602356406480118,2011 - 2015
Najibullah Zazi,15,0.0004602356406480118,2011 - 2015
Frankfurt,14,0.000429553264604811,2011 - 2015
South African,14,0.000429553264604811,2011 - 2015
St  Louis,14,0.000429553264604811,2011 - 2015
Belfast,14,0.000429553264604811,2011 - 2015
Va,14,0.000429553264604811,2011 - 2015
Karachi,14,0.000429553264604811,2011 - 2015
Rwanda,14,0.000429553264604811,2011 - 2015
Springfield,14,0.000429553264604811,2011 - 2015
New Orleans,14,0.000429553264604811,2011 - 2015
The Dominican Republic,14,0.000429553264604811,2011 - 2015
Cincinnati,13,0.0003988708885616102,2011 - 2015
Jean,13,0.0003988708885616102,2011 - 2015
Munich,13,0.0003988708885616102,2011 - 2015
Fort Lauderdale,13,0.0003988708885616102,2011 - 2015
Jamaica,13,0.0003988708885616102,2011 - 2015
Albania,13,0.0003988708885616102,2011 - 2015
Arlington,13,0.0003988708885616102,2011 - 2015
Nebraska,13,0.0003988708885616102,2011 - 2015
Romania,13,0.0003988708885616102,2011 - 2015
Addis Ababa,13,0.0003988708885616102,2011 - 2015
Mauritania,12,0.0003681885125184094,2011 - 2015
Aceh,12,0.0003681885125184094,2011 - 2015
Sunni Muslim,12,0.0003681885125184094,2011 - 2015
Sana,12,0.0003681885125184094,2011 - 2015
San Jose,12,0.0003681885125184094,2011 - 2015
Charlotte,12,0.0003681885125184094,2011 - 2015
Aden,12,0.0003681885125184094,2011 - 2015
Lockerbie,12,0.0003681885125184094,2011 - 2015
Kandahar,12,0.0003681885125184094,2011 - 2015
Portugal,12,0.0003681885125184094,2011 - 2015
Kuala Lumpur  ,12,0.0003681885125184094,2011 - 2015
Manila,12,0.0003681885125184094,2011 - 2015
New Zealand,12,0.0003681885125184094,2011 - 2015
The Islamic Republic Of,12,0.0003681885125184094,2011 - 2015
Cozen,11,0.00033750613647520863,2011 - 2015
San Bernardino  ,11,0.00033750613647520863,2011 - 2015
Sochi,11,0.00033750613647520863,2011 - 2015
Nicaragua,11,0.00033750613647520863,2011 - 2015
Liberia,11,0.00033750613647520863,2011 - 2015
Phoenix,11,0.00033750613647520863,2011 - 2015
Rhode Island,11,0.00033750613647520863,2011 - 2015
Minn,11,0.00033750613647520863,2011 - 2015
Seoul,11,0.00033750613647520863,2011 - 2015
Stockholm,10,0.00030682376043200785,2011 - 2015
South Asian,10,0.00030682376043200785,2011 - 2015
Zionist,10,0.00030682376043200785,2011 - 2015
A Pakistani American,10,0.00030682376043200785,2011 - 2015
Quebec,10,0.00030682376043200785,2011 - 2015
Lgbt,10,0.00030682376043200785,2011 - 2015
Ramallah,10,0.00030682376043200785,2011 - 2015
Burma,10,0.00030682376043200785,2011 - 2015
Vienna,10,0.00030682376043200785,2011 - 2015
East African,10,0.00030682376043200785,2011 - 2015
North American,10,0.00030682376043200785,2011 - 2015
Kunm,10,0.00030682376043200785,2011 - 2015
South Korean,10,0.00030682376043200785,2011 - 2015
Louisville,10,0.00030682376043200785,2011 - 2015
American Muslims,9,0.00027614138438880706,2011 - 2015
Shanksville,9,0.00027614138438880706,2011 - 2015
A United States,9,0.00027614138438880706,2011 - 2015
Lima,9,0.00027614138438880706,2011 - 2015
Latin American,9,0.00027614138438880706,2011 - 2015
Kansas City,9,0.00027614138438880706,2011 - 2015
Argentina,9,0.00027614138438880706,2011 - 2015
Cuban American,9,0.00027614138438880706,2011 - 2015
Rican,9,0.00027614138438880706,2011 - 2015
Sudanese,9,0.00027614138438880706,2011 - 2015
Baltimore,9,0.00027614138438880706,2011 - 2015
Mombasa,9,0.00027614138438880706,2011 - 2015
Muslim American,9,0.00027614138438880706,2011 - 2015
Kazakhstan,9,0.00027614138438880706,2011 - 2015
Harrisburg,9,0.00027614138438880706,2011 - 2015
The United States  ,9,0.00027614138438880706,2011 - 2015
Saudi Arabian,9,0.00027614138438880706,2011 - 2015
Alwan,9,0.00027614138438880706,2011 - 2015
Southeast Asian,9,0.00027614138438880706,2011 - 2015
Shanghai,9,0.00027614138438880706,2011 - 2015
Macedonia,8,0.0002454590083456063,2011 - 2015
Montreal,8,0.0002454590083456063,2011 - 2015
Mecca,8,0.0002454590083456063,2011 - 2015
Djibouti,8,0.0002454590083456063,2011 - 2015
Berkeley,8,0.0002454590083456063,2011 - 2015
Basque,8,0.0002454590083456063,2011 - 2015
The United States Court,8,0.0002454590083456063,2011 - 2015
Newburgh,8,0.0002454590083456063,2011 - 2015
West Point,8,0.0002454590083456063,2011 - 2015
Viet,8,0.0002454590083456063,2011 - 2015
Hebron,8,0.0002454590083456063,2011 - 2015
Central Asian,8,0.0002454590083456063,2011 - 2015
Buddhist,8,0.0002454590083456063,2011 - 2015
Indianapolis,8,0.0002454590083456063,2011 - 2015
Sunni Arabs,8,0.0002454590083456063,2011 - 2015
Anti Muslim,8,0.0002454590083456063,2011 - 2015
Kurdistan,7,0.0002147766323024055,2011 - 2015
Contra,7,0.0002147766323024055,2011 - 2015
Finland,7,0.0002147766323024055,2011 - 2015
Han Chinese,7,0.0002147766323024055,2011 - 2015
Ashland,7,0.0002147766323024055,2011 - 2015
Fort,7,0.0002147766323024055,2011 - 2015
Philippines,7,0.0002147766323024055,2011 - 2015
Josefina,7,0.0002147766323024055,2011 - 2015
Camden,7,0.0002147766323024055,2011 - 2015
Knoxville,7,0.0002147766323024055,2011 - 2015
South Tampa,7,0.0002147766323024055,2011 - 2015
Yugoslavia,7,0.0002147766323024055,2011 - 2015
Haiti,7,0.0002147766323024055,2011 - 2015
Khartoum,7,0.0002147766323024055,2011 - 2015
Ark,7,0.0002147766323024055,2011 - 2015
Azerbaijan,7,0.0002147766323024055,2011 - 2015
Karzai,7,0.0002147766323024055,2011 - 2015
Aurora,7,0.0002147766323024055,2011 - 2015
Polish,7,0.0002147766323024055,2011 - 2015
Sydney,7,0.0002147766323024055,2011 - 2015
Taiwan,7,0.0002147766323024055,2011 - 2015
Sunni Muslims,7,0.0002147766323024055,2011 - 2015
Gaza Strip,7,0.0002147766323024055,2011 - 2015
Jacksonville,7,0.0002147766323024055,2011 - 2015
The New York,6,0.0001840942562592047,2011 - 2015
Macdinton,6,0.0001840942562592047,2011 - 2015
Portland,6,0.0001840942562592047,2011 - 2015
El Khazzani,6,0.0001840942562592047,2011 - 2015
Ark   ,6,0.0001840942562592047,2011 - 2015
Nazi Germany,6,0.0001840942562592047,2011 - 2015
Sunni Arab,6,0.0001840942562592047,2011 - 2015
Caracas,6,0.0001840942562592047,2011 - 2015
South American,6,0.0001840942562592047,2011 - 2015
Nunn,6,0.0001840942562592047,2011 - 2015
Hiroshima,6,0.0001840942562592047,2011 - 2015
Eritrea,6,0.0001840942562592047,2011 - 2015
Little Rock,6,0.0001840942562592047,2011 - 2015
Mich,6,0.0001840942562592047,2011 - 2015
Toledo,6,0.0001840942562592047,2011 - 2015
Allegheny County,6,0.0001840942562592047,2011 - 2015
Al,6,0.0001840942562592047,2011 - 2015
Guatemala,6,0.0001840942562592047,2011 - 2015
United Kingdom,6,0.0001840942562592047,2011 - 2015
Qaeda,6,0.0001840942562592047,2011 - 2015
Bangkok,6,0.0001840942562592047,2011 - 2015
New York City S,6,0.0001840942562592047,2011 - 2015
Eastern Province,6,0.0001840942562592047,2011 - 2015
British Muslims,6,0.0001840942562592047,2011 - 2015
Lesbian,6,0.0001840942562592047,2011 - 2015
Doha,6,0.0001840942562592047,2011 - 2015
Sri Lanka,6,0.0001840942562592047,2011 - 2015
Nashville,6,0.0001840942562592047,2011 - 2015
Eurasia,6,0.0001840942562592047,2011 - 2015
Hebrew,6,0.0001840942562592047,2011 - 2015
Cambodia,6,0.0001840942562592047,2011 - 2015
Quranic,6,0.0001840942562592047,2011 - 2015
Johannesburg,6,0.0001840942562592047,2011 - 2015
Lake County,6,0.0001840942562592047,2011 - 2015
African Americans,6,0.0001840942562592047,2011 - 2015
Pyongyang,6,0.0001840942562592047,2011 - 2015
Monthslong,6,0.0001840942562592047,2011 - 2015
Milan,6,0.0001840942562592047,2011 - 2015
Jalalabad,6,0.0001840942562592047,2011 - 2015
Dublin,6,0.0001840942562592047,2011 - 2015
Bratton,6,0.0001840942562592047,2011 - 2015
St  Paul,5,0.00015341188021600392,2011 - 2015
Darfur,5,0.00015341188021600392,2011 - 2015
Natchez,5,0.00015341188021600392,2011 - 2015
Milwaukee County,5,0.00015341188021600392,2011 - 2015
Noun,5,0.00015341188021600392,2011 - 2015
Prague,5,0.00015341188021600392,2011 - 2015
Anbar Province,5,0.00015341188021600392,2011 - 2015
Baluchistan Province,5,0.00015341188021600392,2011 - 2015
Naperville,5,0.00015341188021600392,2011 - 2015
Venetian,5,0.00015341188021600392,2011 - 2015
Mexico City,5,0.00015341188021600392,2011 - 2015
Qatari,5,0.00015341188021600392,2011 - 2015
Ashfaq,5,0.00015341188021600392,2011 - 2015
Nasr City,5,0.00015341188021600392,2011 - 2015
East Jerusalem,5,0.00015341188021600392,2011 - 2015
Mosque,5,0.00015341188021600392,2011 - 2015
Autocrat,5,0.00015341188021600392,2011 - 2015
United Arab,5,0.00015341188021600392,2011 - 2015
Hong,5,0.00015341188021600392,2011 - 2015
Julian,5,0.00015341188021600392,2011 - 2015
Madison,5,0.00015341188021600392,2011 - 2015
Humanitarian,5,0.00015341188021600392,2011 - 2015
Tucson,5,0.00015341188021600392,2011 - 2015
El Paso,5,0.00015341188021600392,2011 - 2015
Yunnan Province,5,0.00015341188021600392,2011 - 2015
Costa Rica,5,0.00015341188021600392,2011 - 2015
Hungary,5,0.00015341188021600392,2011 - 2015
Usa,5,0.00015341188021600392,2011 - 2015
Tajikistan,5,0.00015341188021600392,2011 - 2015
Midland,5,0.00015341188021600392,2011 - 2015
Quantico,5,0.00015341188021600392,2011 - 2015
Persian,5,0.00015341188021600392,2011 - 2015
Benghazi,5,0.00015341188021600392,2011 - 2015
Warsaw,5,0.00015341188021600392,2011 - 2015
West Virginians,5,0.00015341188021600392,2011 - 2015
Hindu,5,0.00015341188021600392,2011 - 2015
Ghana,5,0.00015341188021600392,2011 - 2015
Non American,5,0.00015341188021600392,2011 - 2015
Tibet,5,0.00015341188021600392,2011 - 2015
Omaha,5,0.00015341188021600392,2011 - 2015
Cook County,5,0.00015341188021600392,2011 - 2015
Serbia,5,0.00015341188021600392,2011 - 2015
Najibullah,5,0.00015341188021600392,2011 - 2015
West  ,5,0.00015341188021600392,2011 - 2015
Jersey City,5,0.00015341188021600392,2011 - 2015
Bernardino,5,0.00015341188021600392,2011 - 2015
Louis County,4,0.00012272950417280314,2011 - 2015
Mustafa,4,0.00012272950417280314,2011 - 2015
Venice,4,0.00012272950417280314,2011 - 2015
Tibetan,4,0.00012272950417280314,2011 - 2015
Santa Ana  Calif,4,0.00012272950417280314,2011 - 2015
Appalachian,4,0.00012272950417280314,2011 - 2015
Kiev,4,0.00012272950417280314,2011 - 2015
Western Muslim,4,0.00012272950417280314,2011 - 2015
Hartwig,4,0.00012272950417280314,2011 - 2015
The Dominican Republic  ,4,0.00012272950417280314,2011 - 2015
Haqqani,4,0.00012272950417280314,2011 - 2015
Cherry Hill,4,0.00012272950417280314,2011 - 2015
Garland,4,0.00012272950417280314,2011 - 2015
Virginia Beach,4,0.00012272950417280314,2011 - 2015
North Koreans,4,0.00012272950417280314,2011 - 2015
Beverly Hills,4,0.00012272950417280314,2011 - 2015
Helmand Province,4,0.00012272950417280314,2011 - 2015
Saudi Arabia  Turkey  ,4,0.00012272950417280314,2011 - 2015
Jefferson City,4,0.00012272950417280314,2011 - 2015
Niger,4,0.00012272950417280314,2011 - 2015
Arab American,4,0.00012272950417280314,2011 - 2015
Canberra,4,0.00012272950417280314,2011 - 2015
Schaumburg,4,0.00012272950417280314,2011 - 2015
Chile,4,0.00012272950417280314,2011 - 2015
Little Rock  ,4,0.00012272950417280314,2011 - 2015
Dresden,4,0.00012272950417280314,2011 - 2015
Kyrgyzstan,4,0.00012272950417280314,2011 - 2015
San Diego S,4,0.00012272950417280314,2011 - 2015
Conservative,4,0.00012272950417280314,2011 - 2015
Bloomington,4,0.00012272950417280314,2011 - 2015
Anaheim,4,0.00012272950417280314,2011 - 2015
Koran,4,0.00012272950417280314,2011 - 2015
The Czech Republic,4,0.00012272950417280314,2011 - 2015
Salt Lake County,4,0.00012272950417280314,2011 - 2015
Tex   ,4,0.00012272950417280314,2011 - 2015
Ferguson,4,0.00012272950417280314,2011 - 2015
Nablus,4,0.00012272950417280314,2011 - 2015
Dar Es Salaam,4,0.00012272950417280314,2011 - 2015
Shinrikyo,4,0.00012272950417280314,2011 - 2015
Roman,4,0.00012272950417280314,2011 - 2015
Senakiewicz,4,0.00012272950417280314,2011 - 2015
Socialist,4,0.00012272950417280314,2011 - 2015
Senegalese,4,0.00012272950417280314,2011 - 2015
Ivory Coast,4,0.00012272950417280314,2011 - 2015
Mo   ,4,0.00012272950417280314,2011 - 2015
Newton,4,0.00012272950417280314,2011 - 2015
Hassan,4,0.00012272950417280314,2011 - 2015
Eu,4,0.00012272950417280314,2011 - 2015
Columbia,4,0.00012272950417280314,2011 - 2015
Lexington,4,0.00012272950417280314,2011 - 2015
Creepy,4,0.00012272950417280314,2011 - 2015
Budapest,4,0.00012272950417280314,2011 - 2015
Oslo,4,0.00012272950417280314,2011 - 2015
Somali American,4,0.00012272950417280314,2011 - 2015
El Salvador,4,0.00012272950417280314,2011 - 2015
Gujarat,4,0.00012272950417280314,2011 - 2015
Bulgaria,4,0.00012272950417280314,2011 - 2015
Makhachkala,4,0.00012272950417280314,2011 - 2015
Butler County,4,0.00012272950417280314,2011 - 2015
Congo,4,0.00012272950417280314,2011 - 2015
Santa Monica,4,0.00012272950417280314,2011 - 2015
Miami Valley,4,0.00012272950417280314,2011 - 2015
Wynne  Ark   ,4,0.00012272950417280314,2011 - 2015
Gaza City,4,0.00012272950417280314,2011 - 2015
Salah,3,9.204712812960235e-05,2011 - 2015
Los Angeles Airport,3,9.204712812960235e-05,2011 - 2015
Bethlehem,3,9.204712812960235e-05,2011 - 2015
Princeton,3,9.204712812960235e-05,2011 - 2015
Karlsruhe,3,9.204712812960235e-05,2011 - 2015
Delaware,3,9.204712812960235e-05,2011 - 2015
Johnstown,3,9.204712812960235e-05,2011 - 2015
Atlantic City,3,9.204712812960235e-05,2011 - 2015
South Jersey,3,9.204712812960235e-05,2011 - 2015
Netflix,3,9.204712812960235e-05,2011 - 2015
Saudi Arabia S,3,9.204712812960235e-05,2011 - 2015
Japanese Americans,3,9.204712812960235e-05,2011 - 2015
Stuttgart,3,9.204712812960235e-05,2011 - 2015
Long Island,3,9.204712812960235e-05,2011 - 2015
Malta,3,9.204712812960235e-05,2011 - 2015
West Los Angeles,3,9.204712812960235e-05,2011 - 2015
Plainfield,3,9.204712812960235e-05,2011 - 2015
Republic,3,9.204712812960235e-05,2011 - 2015
