Topic,Words,Frequency,Timestamp
-1,"soviet, mr, terrorism, reagan, america",0.0016789855978526452,1979.96
0,"israel, palestinian, lebanon, arab, arafat",0.0008053670753927323,1979.96
1,"puerto, rican, bomb, rico, group",0.00023205492002841439,1979.96
2,"committee, bureau, bill, subcommittee, senator",0.00010920231530748912,1979.96
3,"naxalite, pakistan, zia, afghanistan, hijack",5.460115765374456e-05,1979.96
4,"rockland, gribetz, robbery, indict, degree",1.365028941343614e-05,1979.96
5,"libya, qaddafi, colonel, oil, america",0.0003139566565090312,1979.96
8,"britain, london, police, yard, pertini",1.365028941343614e-05,1979.96
9,"france, mitterrand, paris, jew, attack",0.0002866560776821589,1979.96
11,"desideria, film, fassbinder, novel, amble",9.555202589405298e-05,1979.96
12,"iran, reagan, soviet, intelligence, administration",0.00036855781416277576,1979.96
15,"soviet, russia, union, haig, webster",8.190173648061684e-05,1979.96
19,"salvador, chile, nicaragua, peru, el",0.0006279133130180624,1979.96
21,"turkey, armenia, ankara, evren, military",0.0006415636024314986,1979.96
23,"marco, indonesia, moslem, philippines, aquino",9.555202589405298e-05,1979.96
24,"mahler, germany, baumann, karry, west",6.82514470671807e-05,1979.96
25,"ireland, northern, ira, britain, ulster",0.00040950868240308423,1979.96
26,"bank, privacy, schwartz, customer, athowe",1.365028941343614e-05,1979.96
28,"nuclear, nest, uranium, device, weapon",5.460115765374456e-05,1979.96
30,"margoli, defendant, mcmillen, chicago, verdict",1.365028941343614e-05,1979.96
31,"basque, spain, eta, madrid, franco",0.0002730057882687228,1979.96
32,"quebec, canada, provincial, trudeau, duchaine",1.365028941343614e-05,1979.96
33,"iraq, baghdad, regime, iran, official",1.365028941343614e-05,1979.96
36,"cuba, havana, skyjack, castro, states",2.730057882687228e-05,1979.96
40,"italy, brigade, red, rome, communist",0.0005323612871240094,1979.96
42,"human, rights, council, lefever, policy",4.095086824030842e-05,1979.96
48,"africa, south, tekere, black, zimbabwe",0.0003412572353359035,1979.96
50,"sweden, khaddoumi, uppsala, deport, gc",1.365028941343614e-05,1979.96
52,"embassy, takeover, colombia, dominican, bogota",1.365028941343614e-05,1979.96
53,"pope, vatican, polish, cardinal, church",4.095086824030842e-05,1979.96
62,"nato, madrid, soviet, conference, notification",1.365028941343614e-05,1979.96
63,"jordan, khaddam, syria, amman, confrontation",1.365028941343614e-05,1979.96
64,"croatia, yugoslavia, serbia, bosnia, belgrade",1.365028941343614e-05,1979.96
69,"argentina, military, esquivel, human, peronist",0.00012285260472092525,1979.96
71,"god, love, spiritual, divine, fearless",1.365028941343614e-05,1979.96
77,"jersey, waste, byrne, swastika, hazardous",1.365028941343614e-05,1979.96
94,"air, force, study, century, must",1.365028941343614e-05,1979.96
-1,"reagan, mr, shultz, america, terrorism",0.0010325487527280408,1982.0
0,"israel, lebanon, marine, palestinian, beirut",0.0009034801586370356,1982.0
1,"webster, bureau, incident, history, group",0.00014080210264473284,1982.0
2,"marijuana, guidelines, bureau, rodino, compromise",2.346701710745547e-05,1982.0
3,"sikh, punjab, gandhi, india, pakistan",0.00018773613685964377,1982.0
5,"libya, malta, qaddafi, colonel, embassy",0.00011733508553727736,1982.0
8,"britain, london, accompany, minister, prime",2.346701710745547e-05,1982.0
9,"france, paris, mitterrand, chad, iran",8.213455987609415e-05,1982.0
11,"nbc, film, viewer, drug, carre",8.213455987609415e-05,1982.0
12,"reagan, iran, shultz, lebanon, administration",0.00037547227371928754,1982.0
13,"polisario, morocco, summit, oau, mengistu",1.1733508553727736e-05,1982.0
15,"tass, specter, arlen, soviet, bringng",1.1733508553727736e-05,1982.0
18,"student, event, evans, leader, preventive",1.1733508553727736e-05,1982.0
19,"nicaragua, salvador, peru, el, salvadoran",0.00048107385070283716,1982.0
20,"mondale, hart, campaign, democratic, primary",1.1733508553727736e-05,1982.0
21,"armenia, turkey, turk, genocide, ankara",0.0001994696454133715,1982.0
22,"corporation, robot, westchester, grumman, police",1.1733508553727736e-05,1982.0
23,"marco, philippines, opposition, indonesia, oro",2.346701710745547e-05,1982.0
24,"tet, schmidt, germany, perez, viet",1.1733508553727736e-05,1982.0
25,"ireland, northern, britain, ira, extradite",0.00031680473095064887,1982.0
26,"card, cards, fraud, bank, counterfeit",1.1733508553727736e-05,1982.0
27,"perfume, grasse, artificial, flower, snow",1.1733508553727736e-05,1982.0
28,"nuclear, space, defense, superterrorist, missile",3.520052566118321e-05,1982.0
29,"egypt, mubarak, libya, cairo, qaddafi",2.346701710745547e-05,1982.0
31,"basque, spain, eta, madrid, france",0.0001994696454133715,1982.0
33,"iraq, us, formal, resumption, tie",1.1733508553727736e-05,1982.0
36,"cuba, alarcon, grenada, estevez, travel",3.520052566118321e-05,1982.0
40,"italy, brigade, red, dozy, rome",4.693403421491094e-05,1982.0
41,"taiwan, garchik, chen, china, chiang",1.1733508553727736e-05,1982.0
42,"betancur, human, rights, assembly, general",3.520052566118321e-05,1982.0
43,"mine, ship, sea, moor, bottom",1.1733508553727736e-05,1982.0
44,"algeria, immigrant, frenchmen, france, mitterrand",1.1733508553727736e-05,1982.0
47,"matabeleland, nkomo, korea, brigade, province",1.1733508553727736e-05,1982.0
48,"africa, south, zimbabwe, black, toivo",0.0001290685940910051,1982.0
49,"olympic, games, athlete, angeles, los",4.693403421491094e-05,1982.0
53,"pope, vatican, priest, guatemala, solidarity",2.346701710745547e-05,1982.0
54,"greece, athens, papandreou, shara, codling",7.040105132236642e-05,1982.0
56,"abortion, clinic, webster, bureau, parenthood",7.040105132236642e-05,1982.0
62,"nato, shultz, belgium, week, brussels",1.1733508553727736e-05,1982.0
66,"tamil, lanka, sri, sinhalese, jayewardene",9.386806842982188e-05,1982.0
69,"argentina, alfonsin, peronist, military, peron",0.00018773613685964377,1982.0
71,"love, god, spiritual, bible, evil",1.1733508553727736e-05,1982.0
75,"egypt, helicopter, mine, sea, rh",1.1733508553727736e-05,1982.0
-1,"libya, terrorism, terrorist, us, europe",0.0023886746143057503,1984.0
0,"israel, palestinian, syria, lebanon, arab",0.0009642356241234221,1984.0
1,"terrorist, terrorism, group, us, violence",0.00029584502103786815,1984.0
2,"fence, capitol, constituent, representative, senator",1.0957223001402524e-05,1984.0
3,"sikh, pakistan, india, gandhi, minister",5.478611500701262e-05,1984.0
4,"rukn, gang, indict, fort, transmitter",1.0957223001402524e-05,1984.0
5,"libya, qaddafi, america, reagan, europe",0.0006245617110799439,1984.0
8,"treaty, extradite, britain, thatch, politics",2.191444600280505e-05,1984.0
9,"france, chirac, paris, syria, abdallah",0.0002629733520336606,1984.0
11,"paw, station, cat, mastrosimone, tv",3.287166900420757e-05,1984.0
12,"iran, reagan, administration, shultz, mr",0.0004163744740532959,1984.0
14,"travel, airline, flight, airport, tourism",0.00012052945301542777,1984.0
15,"ukraine, nuclear, russia, control, gorbachev",1.0957223001402524e-05,1984.0
18,"student, study, course, program, class",3.287166900420757e-05,1984.0
19,"nicaragua, salvador, peru, duarte, el",0.00012052945301542777,1984.0
21,"turkey, rabin, shearith, istanbul, turkmen",1.0957223001402524e-05,1984.0
23,"indonesia, aquino, philippines, marco, bali",2.191444600280505e-05,1984.0
24,"germany, europe, west, stammheim, france",8.76577840112202e-05,1984.0
25,"ireland, ira, northern, britain, tyrie",6.574333800841515e-05,1984.0
28,"nuclear, keefe, weapon, plutonium, plant",3.287166900420757e-05,1984.0
29,"mubarak, egypt, cairo, hijack, fundamentalist",1.0957223001402524e-05,1984.0
31,"basque, spain, eta, madrid, franco",4.38288920056101e-05,1984.0
32,"quebecer, canada, trudeau, quebec, separatism",1.0957223001402524e-05,1984.0
34,"immigrate, alien, service, million, agency",1.0957223001402524e-05,1984.0
40,"italy, craxi, libya, brigade, red",0.00014244389901823282,1984.0
42,"resolution, assembly, nation, council, general",7.670056100981767e-05,1984.0
44,"tunisia, morocco, algeria, synagogue, raid",2.191444600280505e-05,1984.0
45,"pindl, bahamas, communique, drug, commonwealth",1.0957223001402524e-05,1984.0
48,"africa, south, black, botswana, mugabe",3.287166900420757e-05,1984.0
49,"sardinia, racing, boat, cup, yacht",1.0957223001402524e-05,1984.0
50,"sweden, palme, stockholm, olof, holger",1.0957223001402524e-05,1984.0
52,"drug, narcotic, latin, abuse, colombia",1.0957223001402524e-05,1984.0
53,"pope, vatican, paul, cardinal, john",5.478611500701262e-05,1984.0
54,"greece, libya, athens, diplomatic, papandreou",3.287166900420757e-05,1984.0
55,"mexico, border, smuggle, us, immigrate",1.0957223001402524e-05,1984.0
56,"abortion, clinic, radford, bureau, wattleton",1.0957223001402524e-05,1984.0
61,"gabeira, brazil, portrait, elbrick, kidnap",1.0957223001402524e-05,1984.0
63,"jordan, king, hijack, hussein, alia",1.0957223001402524e-05,1984.0
64,"yugoslavia, belgrade, serbia, croatia, bosnia",2.191444600280505e-05,1984.0
66,"tamil, lanka, sri, jayewardene, sinhalese",2.191444600280505e-05,1984.0
71,"god, spiritual, prayer, love, divine",3.287166900420757e-05,1984.0
75,"egypt, hijack, greece, athens, cairo",3.287166900420757e-05,1984.0
77,"kimmelman, fund, danco, martone, jersey",1.0957223001402524e-05,1984.0
79,"japan, nagano, story, tokyo, camera",1.0957223001402524e-05,1984.0
88,"klinghoffer, mrs, opera, hijack, achille",2.191444600280505e-05,1984.0
94,"air, force, special, train, talon",2.191444600280505e-05,1984.0
-1,"terrorist, terrorism, libya, kuwait, say",0.0009420784199070916,1986.0
0,"israel, arafat, palestinian, plo, peace",0.001055777539551051,1986.0
1,"rubenstein, terrorism, revolution, taheri, fundamentalism",8.121365688854238e-05,1986.0
3,"sikh, ribeiro, punjab, pakistan, gandhi",6.49709255108339e-05,1986.0
4,"charafeddine, hashemi, palmieri, ayatollah, suffolk",6.49709255108339e-05,1986.0
5,"libya, qaddafi, chad, us, colonel",0.0001299418510216678,1986.0
8,"miasmic, must, theory, remedial, britain",1.6242731377708475e-05,1986.0
9,"france, paris, iran, gordji, abdallah",0.0001949127765325017,1986.0
11,"audition, playmaker, actor, equity, comedy",3.248546275541695e-05,1986.0
12,"iran, reagan, shultz, mr, ledeen",0.0003248546275541695,1986.0
14,"travel, europe, flight, year, airline",3.248546275541695e-05,1986.0
15,"woodward, haig, sterling, cia, soviet",1.6242731377708475e-05,1986.0
18,"student, tuition, massachusetts, touga, education",1.6242731377708475e-05,1986.0
19,"guerrilla, peru, contra, shining, nicaragua",0.0001299418510216678,1986.0
21,"armenia, turkey, turk, ottoman, genocide",3.248546275541695e-05,1986.0
23,"elefante, miguel, col, peso, company",1.6242731377708475e-05,1986.0
24,"germany, red, west, tietmeyer, faction",4.8728194133125426e-05,1986.0
25,"ireland, ira, britain, northern, thatch",0.00014618458239937628,1986.0
28,"nuclear, reactor, plutonium, material, japan",3.248546275541695e-05,1986.0
31,"spain, barcelona, basque, party, socialist",1.6242731377708475e-05,1986.0
34,"immigrate, alien, deport, sadd, expel",1.6242731377708475e-05,1986.0
40,"italy, brigade, red, moro, priore",4.8728194133125426e-05,1986.0
43,"petersburg, tampa, spa, athletics, parakeet",1.6242731377708475e-05,1986.0
47,"korea, north, south, kim, japan",4.8728194133125426e-05,1986.0
48,"africa, south, treason, apartheid, black",8.121365688854238e-05,1986.0
49,"olympic, korea, games, athlete, japan",3.248546275541695e-05,1986.0
52,"ochoa, colombia, drug, cocaine, trafficker",1.6242731377708475e-05,1986.0
53,"pope, vatican, arafat, paul, palestinian",1.6242731377708475e-05,1986.0
54,"greece, athens, rashid, extradite, europe",0.00016242731377708475,1986.0
71,"god, love, elisha, spiritual, jesus",1.6242731377708475e-05,1986.0
94,"mixter, eglin, ordnance, school, air",1.6242731377708475e-05,1986.0
-1,"terrorism, terrorist, said, america, bush",0.0011147968894447769,1988.0
0,"israel, plo, palestinian, arafat, syria",0.0015090543259557343,1988.0
1,"hate, crime, dinegar, terrorist, terrorism",6.797542008809614e-05,1988.0
2,"thornburgh, runkel, cispe, investigate, drug",4.078525205285769e-05,1988.0
3,"sikh, hindu, punjab, singh, village",4.078525205285769e-05,1988.0
4,"edwardsville, dickmann, panama, noriega, bounty",2.7190168035238456e-05,1988.0
5,"libya, gadhafi, weapon, qaddafi, chemical",9.516558812333461e-05,1988.0
6,"insurance, coverage, trip, travel, company",1.3595084017619228e-05,1988.0
7,"bush, iraq, saddam, gulf, president",8.157050410571538e-05,1988.0
8,"lectern, yard, churchill, coleman, plastic",1.3595084017619228e-05,1988.0
9,"naccache, france, paris, baker, hostage",4.078525205285769e-05,1988.0
11,"drug, ehrenfeld, narco, hitchen, legalize",5.438033607047691e-05,1988.0
12,"iran, mfn, official, america, status",8.157050410571538e-05,1988.0
14,"crash, airline, investigate, flight, airport",0.00017673609222904998,1988.0
15,"soviet, russia, moscow, shmonov, union",9.516558812333461e-05,1988.0
17,"saudi, arabia, kuwait, shiite, iran",2.7190168035238456e-05,1988.0
18,"student, webster, university, school, campus",1.3595084017619228e-05,1988.0
19,"peru, economic, salvador, shining, arena",4.078525205285769e-05,1988.0
21,"turkey, mongolia, ozal, turk, party",2.7190168035238456e-05,1988.0
24,"germany, neusel, west, east, raf",8.157050410571538e-05,1988.0
25,"ireland, northern, ira, ulster, britain",6.797542008809614e-05,1988.0
27,"risk, waste, environmental, grape, toxic",2.7190168035238456e-05,1988.0
29,"egypt, cairo, iraq, diplomat, kuwait",1.3595084017619228e-05,1988.0
30,"pretlow, gang, elizabeth, drug, chertoff",1.3595084017619228e-05,1988.0
31,"basque, spain, france, tagle, madrid",4.078525205285769e-05,1988.0
33,"iraq, baghdad, saddam, hussein, arab",5.438033607047691e-05,1988.0
35,"marine, medal, scrape, higgin, music",1.3595084017619228e-05,1988.0
36,"cuba, bosch, dr, florida, castro",1.3595084017619228e-05,1988.0
40,"italy, ustica, bologna, cossiga, dietrologia",1.3595084017619228e-05,1988.0
48,"africa, mandela, south, klerk, black",0.00012235575615857306,1988.0
52,"colombia, gaviria, drug, cartel, trafficker",0.00019033117624666921,1988.0
54,"greece, athens, extradite, rashid, warsaw",6.797542008809614e-05,1988.0
55,"mexico, drug, border, cartel, us",1.3595084017619228e-05,1988.0
68,"children, daughter, words, childhood, plane",1.3595084017619228e-05,1988.0
69,"caputo, argentina, alfonsin, latin, leftist",1.3595084017619228e-05,1988.0
79,"japan, emperor, wing, npa, tokyo",2.7190168035238456e-05,1988.0
93,"rushdie, khomeini, writer, satanic, ayatollah",8.157050410571538e-05,1988.0
-1,"said, america, security, iraq, terrorist",0.0008479899497487437,1990.0
0,"israel, hostage, palestinian, lebanon, plo",0.0002721943048576214,1990.0
1,"turabi, fundamentalism, islam, puerto, fbi",2.0938023450586266e-05,1990.0
2,"hershman, senator, bill, debate, proposal",3.14070351758794e-05,1990.0
3,"gandhi, indian, pakistan, assassinate, militant",1.0469011725293133e-05,1990.0
4,"hamide, restaurant, choi, wah, case",2.0938023450586266e-05,1990.0
5,"libya, council, pan, sanction, resolution",0.00030360134003350084,1990.0
6,"coverage, risk, underwriter, insurance, rate",0.00011515912897822445,1990.0
7,"iraq, bush, saddam, hussein, kuwait",0.00014656616415410385,1990.0
8,"london, britain, ira, station, ireland",7.328308207705192e-05,1990.0
9,"habash, france, nidal, duma, seale",1.0469011725293133e-05,1990.0
11,"goering, brescia, linney, oubliette, williamstown",4.187604690117253e-05,1990.0
12,"iran, reagan, rafsanjani, soviet, administration",0.0001256281407035176,1990.0
13,"sudan, bashir, iran, turabi, western",1.0469011725293133e-05,1990.0
14,"travel, airline, airport, flight, passenger",0.0001360971524288107,1990.0
15,"russia, yeltsin, soviet, moldova, party",3.14070351758794e-05,1990.0
17,"saudi, iraq, arabia, kuwait, gulf",1.0469011725293133e-05,1990.0
18,"percent, student, war, grade, fleishman",1.0469011725293133e-05,1990.0
19,"peru, fujimori, shining, guzman, chile",0.00020938023450586265,1990.0
21,"turkey, kurdish, csce, turk, ankara",3.14070351758794e-05,1990.0
23,"indonesia, philippines, aquino, manila, thailand",3.14070351758794e-05,1990.0
24,"germany, albrecht, hostel, rostock, nazi",3.14070351758794e-05,1990.0
25,"ireland, northern, britain, ira, protestant",7.328308207705192e-05,1990.0
26,"bank, bcci, clifford, altman, bingham",4.187604690117253e-05,1990.0
27,"cow, thorne, item, reader, disease",1.0469011725293133e-05,1990.0
29,"egypt, okasha, kebab, helmeya, islam",2.0938023450586266e-05,1990.0
30,"gang, kramer, homeowner, neighborhood, police",2.0938023450586266e-05,1990.0
31,"spain, olympic, barcelona, yugoslavia, basque",1.0469011725293133e-05,1990.0
33,"iraq, allied, baghdad, kuwait, pilot",2.0938023450586266e-05,1990.0
36,"cuba, betancourt, diaz, exile, havana",2.0938023450586266e-05,1990.0
38,"paid, penalty, anheuser, bank, busch",1.0469011725293133e-05,1990.0
40,"curcio, italy, brigade, mafia, falcone",2.0938023450586266e-05,1990.0
42,"council, un, boutro, resolution, ghali",3.14070351758794e-05,1990.0
