colocate,label,score_normalized,score
arab,2006 - 2010,4.232081310088612e-06,6.829440804610606
area,2006 - 2010,3.899171728324483e-06,6.292214292320796
arena,2006 - 2010,3.753588284975273e-06,6.057281776701433
argue,2006 - 2010,1.764044748527869e-06,2.8466936960866267
argument,2006 - 2010,4.4600286965423226e-08,0.07197286568499939
arian,2006 - 2010,6.012993419549333e-06,9.703353883922764
armed,2006 - 2010,6.962906979972516e-07,1.1236258843698028
army,2006 - 2010,2.9263021861145514e-06,4.722264553100821
around,2006 - 2010,5.828256662006792e-06,9.405238451436883
arrest,2006 - 2010,1.2039303220668412e-05,19.428196825592458
arrive,2006 - 2010,3.0503190200498184e-08,0.049223943625440136
article,2006 - 2010,1.1547464954073733e-07,0.18634502167802358
asia,2006 - 2010,8.132753065834744e-11,0.00013124075737682567
ask,2006 - 2010,1.041603935964605e-08,0.01680868561188098
aspect,2006 - 2010,1.0665042565471174e-05,17.210509804220365
assert,2006 - 2010,8.638996177908825e-07,1.3941015941172985
assessment,2006 - 2010,1.7845073293463687e-06,2.879714797093445
assign,2006 - 2010,6.749764526200712e-07,1.08923042586304
assist,2006 - 2010,4.462933428772781e-06,7.201974024946929
assistant,2006 - 2010,1.1547464954073733e-07,0.18634502167802358
associate,2006 - 2010,7.927539720550684e-06,12.792916600783975
association,2006 - 2010,1.047829070301761e-07,0.1690914253447131
assume,2006 - 2010,1.2646962360988346e-06,2.0408795217760085
assumption,2006 - 2010,2.5686889983601417e-06,4.14517306601271
attack,2006 - 2010,3.492229251963145e-05,56.355186029997384
attempt,2006 - 2010,5.7088114725384855e-06,9.212486046391003
attend,2006 - 2010,5.183116215016316e-07,0.8364155312774495
attention,2006 - 2010,1.9412008641013144e-06,3.132576011627078
attorney,2006 - 2010,3.089081890172757e-06,4.984947207710373
attribute,2006 - 2010,7.86398366254458e-06,12.690354219741728
aug,2006 - 2010,2.739855422066759e-07,0.4421389630107213
author,2006 - 2010,8.715616956391464e-08,0.14064661266654555
authority,2006 - 2010,9.601901035513804e-06,15.494885359940726
automatic,2006 - 2010,1.5358946850056555e-06,2.4785208659288616
available,2006 - 2010,7.066033479619783e-06,11.402677273100313
aware,2006 - 2010,5.308815512523959e-05,85.67000165840801
away,2006 - 2010,8.904890182929703e-07,1.4370097339789334
back,2006 - 2010,6.6526151790816884e-06,10.735531345554673
backing,2006 - 2010,3.067774850260568e-06,4.950563376885837
backstop,2006 - 2010,2.4451138442500706e-05,39.45756008995511
bad,2006 - 2010,4.127309538787529e-08,0.06660367349337137
banditry,2006 - 2010,2.2287317865671205e-05,35.96573574668746
bank,2006 - 2010,1.3004213929904913e-06,2.0985303149319385
bankroll,2006 - 2010,1.3966381723881027e-05,22.537983145660252
barak,2006 - 2010,4.285270538876915e-06,6.915273911972384
base,2006 - 2010,6.632599545249236e-06,10.703231496754595
basis,2006 - 2010,2.194400508379053e-07,0.3541172126787038
battle,2006 - 2010,9.796848365313242e-05,158.094779094053
battlefield,2006 - 2010,1.2662886848142355e-06,2.043449305633961
became,2006 - 2010,4.7359428586482225e-07,0.7642537805229255
become,2006 - 2010,3.0247632722352977e-06,4.8811542600675395
becoming,2006 - 2010,2.4878304262649183e-07,0.40146890816069125
began,2006 - 2010,7.040504776462473e-07,1.1361480813425562
begin,2006 - 2010,4.1676083470681976e-07,0.6725398785522709
beginning,2006 - 2010,2.24093558864153e-06,3.6162672283940847
begun,2006 - 2010,1.4638875735055988e-06,2.3623207578807635
behind,2006 - 2010,1.56081541647441e-08,0.025187362228426657
believe,2006 - 2010,3.750440942192012e-06,6.052202812084458
best,2006 - 2010,1.005272468882184e-06,1.6222393464817157
better,2006 - 2010,1.042614534340825e-06,1.6824993951163538
beyond,2006 - 2010,1.046499540509412e-06,1.688768750005794
big,2006 - 2010,4.0095777722150455e-08,0.06470379947934357
biggest,2006 - 2010,1.2966180837171397e-05,20.923927968549435
bio,2006 - 2010,4.3279348397353715e-05,69.84122616861
biological,2006 - 2010,9.25309904517038e-06,14.932012775261843
biotechnology,2006 - 2010,1.0521734795818126e-05,16.97924961379038
blacklist,2006 - 2010,9.608629799793582e-05,155.05743775450696
blow,2006 - 2010,8.670566949558567e-09,0.013991962674078096
bomb,2006 - 2010,4.7610430521678095e-05,76.8304276561781
book,2006 - 2010,8.819079327235355e-07,1.4231621701818837
books,2006 - 2010,1.8084896909357156e-06,2.9184158774433833
border,2006 - 2010,6.4202964112133295e-06,10.360631347963698
born,2006 - 2010,3.904992373119125e-07,0.6301607247265899
bought,2006 - 2010,2.4701879579955952e-06,3.98621888364419
brand,2006 - 2010,3.599163306005078e-06,5.80808140096288
brave,2006 - 2010,3.491457711239649e-06,5.6342735438164695
breed,2006 - 2010,1.8628049424318376e-05,30.060660825554717
bring,2006 - 2010,4.2431660230610046e-06,6.847328549560258
britain,2006 - 2010,4.023921436779732e-07,0.6493526764095994
broad,2006 - 2010,8.019155544430091e-08,0.12940759895868714
brought,2006 - 2010,4.612024680861838e-07,0.7442567200271855
brown,2006 - 2010,2.606642803890527e-06,4.206420298565064
build,2006 - 2010,4.497367162692995e-08,0.07257540808819729
built,2006 - 2010,5.194195972094304e-07,0.8382035060243713
bulletin,2006 - 2010,5.137773657951056e-06,8.290984622819016
bureau,2006 - 2010,1.3167188345835706e-05,21.2483000165138
bush,2006 - 2010,3.679944239721041e-05,59.384400979092746
business,2006 - 2010,2.3580063475181173e-06,3.805187941186759
buy,2006 - 2010,2.526727531580391e-06,4.077458546264756
call,2006 - 2010,7.374785525457447e-06,11.900920020781971
calling,2006 - 2010,4.828025768770749e-06,7.791134851864189
came,2006 - 2010,2.067875880798055e-06,3.3369954129961257
camp,2006 - 2010,7.290192073719181e-07,1.1764408945314928
campaign,2006 - 2010,5.8292908997173834e-05,94.06907432891833
canada,2006 - 2010,7.872671397362401e-07,1.2704373886737024
candidate,2006 - 2010,8.084032209135664e-07,1.3045453380880705
capacity,2006 - 2010,8.77581418568413e-06,14.161803401678236
caption,2006 - 2010,5.160603953338046e-06,8.327826578224158
capture,2006 - 2010,1.6843299090399383e-08,0.027180553884449288
carolina,2006 - 2010,1.2330126918916357e-06,1.989750804298981
carry,2006 - 2010,1.9713582290974718e-06,3.1812418863996923
catastrophe,2006 - 2010,4.128281886552184e-06,6.661936457067743
cause,2006 - 2010,4.5534462534373474e-05,73.48037376005703
cell,2006 - 2010,3.976390233915639e-07,0.6416824188566919
center,2006 - 2010,2.0224317262910603e-05,32.63660772099399
central,2006 - 2010,9.575908387051996e-07,1.5452940217345805
certain,2006 - 2010,1.0112089997119961e-11,1.6318193103142392e-05
certainly,2006 - 2010,1.2206340595281676e-06,1.9697750215164493
chain,2006 - 2010,2.837977121293739e-06,4.5797316579224665
challenge,2006 - 2010,6.44652309680107e-07,1.0402954163523885
change,2006 - 2010,6.5372470241806825e-06,10.549358177578117
charity,2006 - 2010,2.7723239782451894e-06,4.473785145737588
chemical,2006 - 2010,2.7109486509564656e-06,4.3747418774566285
chief,2006 - 2010,3.2266267734634793e-06,5.206907649767993
christian,2006 - 2010,1.9356190701493634e-07,0.31235684976912026
christmas,2006 - 2010,8.003516233776858e-08,0.12915522255448963
cite,2006 - 2010,6.68045460382959e-08,0.10780456688292528
citizen,2006 - 2010,2.5484232266377428e-06,4.1124695619453515
city,2006 - 2010,2.4797529316652344e-05,40.016541781690705
civil,2006 - 2010,6.300601408794708e-07,1.0167475812015692
civilian,2006 - 2010,5.173399467309878e-06,8.348475095781437
claim,2006 - 2010,1.5656730319509076e-06,2.52657510752317
class,2006 - 2010,1.0901880762775038e-06,1.7592702945193723
classification,2006 - 2010,8.947112979162354e-06,14.438233574976646
clause,2006 - 2010,7.535665424594598e-06,12.160536901296465
clear,2006 - 2010,1.1379391048002006e-06,1.8363276095283325
clearinghouse,2006 - 2010,9.54394523960508e-06,15.401360295453147
clearly,2006 - 2010,6.031185505548771e-07,0.9732711017054725
climate,2006 - 2010,4.331578716257042e-06,6.990002853364192
clinton,2006 - 2010,5.839807916942529e-07,0.9423879069615584
close,2006 - 2010,4.821702462083206e-06,7.780930735839995
code,2006 - 2010,2.2013114618794993e-06,3.552324546690266
cold,2006 - 2010,1.7720931313810042e-07,0.2859681620996599
collect,2006 - 2010,6.749764526200712e-07,1.08923042586304
college,2006 - 2010,9.139266943592939e-07,1.4748318384151178
colombia,2006 - 2010,1.7720931313810042e-07,0.2859681620996599
come,2006 - 2010,2.105361971623821e-06,3.3974878798304804
coming,2006 - 2010,1.046499540509412e-06,1.688768750005794
comment,2006 - 2010,4.318767987983832e-06,6.9693297840171375
commit,2006 - 2010,2.621634011576695e-05,42.306120751356715
committed,2006 - 2010,1.469591401119377e-06,2.3715252013197734
committee,2006 - 2010,1.4273762025008696e-06,2.3034012266379307
common,2006 - 2010,1.2806468371682453e-06,2.06661950119035
community,2006 - 2010,1.608885073154007e-06,2.596307717985889
company,2006 - 2010,1.5261889252698652e-06,2.462858380564665
compare,2006 - 2010,4.486513990070309e-06,7.24002670771015
completely,2006 - 2010,2.7201444533120844e-06,4.389581428787763
complex,2006 - 2010,6.954838933891067e-07,1.1223239187626965
complexity,2006 - 2010,3.968845186139721e-06,6.404648511074438
complicated,2006 - 2010,2.8187476685082925e-06,4.548700493849555
compromise,2006 - 2010,3.4416977954687405e-07,0.5553974425179566
concept,2006 - 2010,5.266472750464718e-06,8.49867033808018
concern,2006 - 2010,6.805994378161375e-06,10.983044113864734
concerned,2006 - 2010,3.2259356757217037e-06,5.2057924039180605
concerning,2006 - 2010,1.174639365386949e-05,18.955519577452467
conclude,2006 - 2010,5.415409075725533e-07,0.873901350317964
condemn,2006 - 2010,9.665682023283877e-05,155.97810717115914
condemnation,2006 - 2010,3.463664195101493e-05,55.894222852253264
conduct,2006 - 2010,3.8345180000168885e-07,0.6187880566685253
conference,2006 - 2010,8.688849971423892e-07,1.4021466553235848
confine,2006 - 2010,4.73873019659858e-06,7.647035818887224
conflict,2006 - 2010,1.7978585692830982e-06,2.9012601068677832
confront,2006 - 2010,4.631842059536393e-06,7.474547118577725
congress,2006 - 2010,1.883375546570238e-07,0.30392615041423365
connected,2006 - 2010,4.583318264660135e-06,7.396242766548264
connection,2006 - 2010,8.77862212252623e-05,141.66334656406377
consequence,2006 - 2010,5.761910939182375e-07,0.9298174301797713
consider,2006 - 2010,4.116452652472376e-07,0.6642847255326899
consideration,2006 - 2010,1.8305516968701788e-06,2.9540180203420103
considered,2006 - 2010,9.283699568865819e-08,0.14981393788965408
conspiracy,2006 - 2010,3.6588829676031724e-05,59.04452870193235
constant,2006 - 2010,1.601532881785386e-06,2.584443258856413
constitute,2006 - 2010,1.183020886610045e-05,19.090774783701143
consultant,2006 - 2010,8.829245078496911e-06,14.248026489767899
contain,2006 - 2010,1.1367678241694536e-06,1.8344374776647965
context,2006 - 2010,2.3966117977301828e-05,38.67486752962925
continue,2006 - 2010,9.799437062590122e-06,15.813655370450618
contribute,2006 - 2010,1.5484165596769173e-07,0.24987278032639915
control,2006 - 2010,1.8757962869341636e-06,3.0270306179105546
convention,2006 - 2010,9.081124838580371e-08,0.14654492666887142
conventional,2006 - 2010,3.6529045487049344e-05,58.948053102861635
convict,2006 - 2010,4.1247910438317916e-05,66.56303175953721
conviction,2006 - 2010,6.299642331689582e-06,10.165928119559762
cooperate,2006 - 2010,5.000446586413105e-06,8.069375670339006
cooperation,2006 - 2010,2.266391122314164e-06,3.657345612203158
coordinate,2006 - 2010,1.1234325699726677e-07,0.1812917964574563
copyright,2006 - 2010,5.037662637647605e-07,0.8129432365913707
corruption,2006 - 2010,2.186648945133071e-06,3.528663188878536
cost,2006 - 2010,1.1888570336755505e-06,1.9184954498102798
costs,2006 - 2010,2.0294082845614516e-07,0.3274919060453636
could,2006 - 2010,3.577573199814353e-05,57.73240777309617
council,2006 - 2010,4.058667889834622e-08,0.06549598192530715
count,2006 - 2010,3.4288742453768504e-06,5.53328066486623
counter,2006 - 2010,0.006779267528775671,10939.914168478692
country,2006 - 2010,1.3523521539680238e-05,21.82332593774973
couple,2006 - 2010,4.432641848144913e-07,0.7153091562248739
course,2006 - 2010,3.0908484770819815e-06,4.987798003769983
court,2006 - 2010,2.9643445305367864e-05,47.836546636076584
cover,2006 - 2010,9.562393588351592e-06,15.431130967724204
coverage,2006 - 2010,0.0002631899739030513,424.7178197765449
covering,2006 - 2010,5.121683749187104e-06,8.265019838259455
crack,2006 - 2010,1.111168572462671e-06,1.7931271716087585
crash,2006 - 2010,1.7440026926357378e-06,2.814351209189762
create,2006 - 2010,1.4207817164374946e-05,22.927595000483947
crime,2006 - 2010,3.3675859878128145e-05,54.343779036991606
criminal,2006 - 2010,8.412126331855215e-06,13.574909037631047
cripple,2006 - 2010,5.2761260513216725e-06,8.514248168925374
crisis,2006 - 2010,1.1006479568321758e-06,1.776149728026744
critic,2006 - 2010,2.721186598002932e-07,0.43912631699818694
critical,2006 - 2010,1.730554385323176e-08,0.02792649258781954
crowley,2006 - 2010,3.753588284975273e-06,6.057281776701433
crucial,2006 - 2010,4.708201483406465e-07,0.7597770688018999
crusade,2006 - 2010,3.753588284975273e-06,6.057281776701433
culture,2006 - 2010,2.083504764079522e-07,0.3362216226442811
curb,2006 - 2010,4.482158564657926e-05,72.32998222704
current,2006 - 2010,9.610632517638395e-07,1.5508975623321124
cut,2006 - 2010,9.453908704727089e-08,0.15256065547987951
cyber,2006 - 2010,5.205275254459145e-05,83.99914041653611
czech,2006 - 2010,4.0445976786092255e-06,6.526892656499744
daily,2006 - 2010,1.946433713615762e-09,0.0031410204231068772
damage,2006 - 2010,9.960438998830064e-08,0.1607346918602104
danger,2006 - 2010,5.057079672529428e-06,8.160766237030586
dangerous,2006 - 2010,2.549449031146572e-06,4.114124934481189
data,2006 - 2010,6.372537684896864e-07,1.02835616107863
database,2006 - 2010,2.975337093006187e-06,4.801393702433967
day,2006 - 2010,1.481045176445964e-05,23.90008513631322
days,2006 - 2010,5.070230887447662e-06,8.181988760231803
dead,2006 - 2010,6.850562601170234e-08,0.11054965236949044
deal,2006 - 2010,3.043268307638393e-05,49.11016409353612
dealing,2006 - 2010,5.937353289779354e-05,95.81291061668927
dealt,2006 - 2010,2.3289100611468054e-06,3.7582343618844956
death,2006 - 2010,4.443782346220086e-06,7.171069329348086
debate,2006 - 2010,5.547863431706862e-06,8.952759203511746
debunk,2006 - 2010,9.535874067132836e-06,15.388335594228339
decade,2006 - 2010,5.459537714744692e-07,0.8810225255952666
december,2006 - 2010,2.3051177474793633e-06,3.71983996775762
decided,2006 - 2010,6.444583760600752e-09,0.010399824596578011
decision,2006 - 2010,1.0048947647094193e-06,1.6216298335492958
declare,2006 - 2010,3.1100782263963116e-06,5.0188296463607465
declared,2006 - 2010,4.808971726154038e-06,7.760386752618283
decline,2006 - 2010,1.6132542219134984e-07,0.26033583487826917
decrease,2006 - 2010,2.3670351812710992e-06,3.819758050107792
deep,2006 - 2010,2.0129066586132284e-07,0.3248289875110584
defeat,2006 - 2010,9.80675939298905e-05,158.25471642007614
defend,2006 - 2010,1.4814841622435063e-05,23.907169186213757
defendant,2006 - 2010,8.759762097869703e-06,14.135899649957373
defense,2006 - 2010,5.838121033840132e-06,9.42115689405987
define,2006 - 2010,7.300048852668407e-05,117.80315135065442
definition,2006 - 2010,0.00015542098390010955,250.80765977010773
demand,2006 - 2010,9.641883485122708e-08,0.1555940627833055
democracy,2006 - 2010,5.317835732265423e-07,0.8581556374064414
democrat,2006 - 2010,8.442622141311383e-07,1.362412107072056
democratic,2006 - 2010,1.6283417897677312e-06,2.6277056247436708
denounce,2006 - 2010,2.9656142549762012e-05,47.85703657297
deny,2006 - 2010,8.728278018702827e-07,1.4085092815399332
department,2006 - 2010,1.1362190658656174e-05,18.335519293783886
depend,2006 - 2010,5.094248322456425e-07,0.822074643964593
describe,2006 - 2010,1.6196759750195073e-06,2.6137213308442044
design,2006 - 2010,1.958911980361382e-07,0.31611569889805535
designate,2006 - 2010,1.8185167334811753e-06,2.9345968268373106
designation,2006 - 2010,1.782754487913346e-05,28.768861825348917
desire,2006 - 2010,5.82407933049177e-07,0.9398497362073814
despite,2006 - 2010,8.052267992957758e-06,12.994194480543715
destroy,2006 - 2010,1.054250726368381e-06,1.701277078913174
destruction,2006 - 2010,1.5934866561527922e-06,2.5714588151201014
detain,2006 - 2010,2.140333734607985e-05,34.539228978826785
detainee,2006 - 2010,7.727514373916928e-06,12.47012949813534
detention,2006 - 2010,1.2112110321017323e-05,19.545687900445607
deter,2006 - 2010,6.340630182746358e-06,10.232071485433464
detroit,2006 - 2010,1.1944772729643362e-09,0.0019275650041780112
develop,2006 - 2010,1.0381544426838652e-06,1.6753020069466764
development,2006 - 2010,9.549871811725367e-08,0.1541092418860739
die,2006 - 2010,4.608428029071627e-07,0.7436763171781786
difference,2006 - 2010,4.869507299681794e-07,0.7858074884222801
different,2006 - 2010,4.243946725435797e-06,6.848588393184233
difficult,2006 - 2010,8.310227101012296e-07,1.3410471089943674
diplomatic,2006 - 2010,3.232447940587932e-08,0.05216301447612903
direct,2006 - 2010,1.766745389809172e-05,28.510518046421446
director,2006 - 2010,6.055690566566673e-07,0.9772255593676205
disappear,2006 - 2010,4.190558673919397e-06,6.762434439422623
disappearance,2006 - 2010,4.8386707040820465e-06,7.808312913969025
disaster,2006 - 2010,2.6907391017143604e-07,0.43421291013486163
discourage,2006 - 2010,2.7445962201327472e-06,4.429040002911038
discuss,2006 - 2010,5.1952706624194165e-06,8.383769321336747
discussion,2006 - 2010,1.3862521874386693e-05,22.37038128687591
dismantle,2006 - 2010,2.5605276234432378e-06,4.13200280230668
dismiss,2006 - 2010,5.603040193660695e-06,9.041799654756266
dismissal,2006 - 2010,6.485716274402987e-06,10.466201409208606
dispute,2006 - 2010,2.0480553201915013e-07,0.33050103599079517
disrupt,2006 - 2010,6.018330391700116e-07,0.971196632132862
disturb,2006 - 2010,1.7450395827609929e-06,2.81602447092848
divert,2006 - 2010,2.6993047507908673e-06,4.355951754798497
division,2006 - 2010,7.180640326893005e-07,1.1587621895357376
dix,2006 - 2010,1.2080132854017929e-05,19.494084870647207
document,2006 - 2010,1.2194356671342054e-06,1.9678411385601486
dollar,2006 - 2010,1.247602733688137e-08,0.02013295207037291
domestic,2006 - 2010,0.0008988729452068223,1450.5391367415505
dominate,2006 - 2010,6.564892500566588e-06,10.59397053983182
done,2006 - 2010,1.6745741067336022e-06,2.7023121478333225
dozen,2006 - 2010,2.2627945116367463e-06,3.6515416500580784
dr,2006 - 2010,2.186327504694137e-07,0.35281444704775744
dramatic,2006 - 2010,7.783529181534026e-07,1.2560522329646084
drill,2006 - 2010,6.997613558398252e-07,1.129226592520757
drive,2006 - 2010,2.928056173207503e-06,4.725095016446317
driving,2006 - 2010,1.830465887405566e-06,2.9538795469488717
drop,2006 - 2010,1.3377614049256034e-05,21.58787049731999
drug,2006 - 2010,1.4283465497354005e-05,23.049671060510576
due,2006 - 2010,1.070737835277106e-06,1.7278828376595596
early,2006 - 2010,7.128162078888648e-06,11.502936119727057
east,2006 - 2010,1.261057535848522e-07,0.20350076383823712
easy,2006 - 2010,1.0667675770492382e-07,0.17214759088792442
eavesdrop,2006 - 2010,1.7450395827609929e-06,2.81602447092848
echo,2006 - 2010,1.2258154686098923e-06,1.97813642197531
eco,2006 - 2010,5.830631593730456e-05,94.09070952382243
economy,2006 - 2010,2.7029956472157094e-07,0.4361907868777054
ecoterror,2006 - 2010,1.2872098593778878e-05,20.772104535837382
editor,2006 - 2010,1.047829070301761e-07,0.1690914253447131
effective,2006 - 2010,9.048545946246234e-06,14.601919098381883
effectively,2006 - 2010,5.359731877822904e-06,8.649165482931034
effects,2006 - 2010,8.147453704030129e-06,13.147798613258244
effort,2006 - 2010,5.2063984979955515e-05,84.01726654568859
egoyanworld,2006 - 2010,1.7017000431977225e-05,27.46086112409504
egypt,2006 - 2010,6.853923571524468e-07,1.1060388938999752
eight,2006 - 2010,3.5677031949215963e-07,0.5757313244444022
either,2006 - 2010,2.76592902898015e-07,0.44634654178651667
election,2006 - 2010,3.5788703256821355e-06,5.775333989533358
eliminate,2006 - 2010,6.625899992060515e-06,10.692420220087806
elsewhere,2006 - 2010,8.061641619739674e-07,1.3009320992664124
emanate,2006 - 2010,1.2373775802046992e-05,19.967945598813095
embrace,2006 - 2010,1.111168572462671e-06,1.7931271716087585
emerge,2006 - 2010,7.72327466015672e-07,1.2463287740609363
enable,2006 - 2010,1.8015867273861605e-06,2.907276351171596
encourage,2006 - 2010,1.189623754188824e-05,19.197327304708853
end,2006 - 2010,1.7824072188761014e-06,2.87632578372415
ending,2006 - 2010,2.622651341880243e-06,4.232253772583746
endorse,2006 - 2010,1.469453123482825e-06,2.3713020584110627
enemy,2006 - 2010,5.309099786441331e-07,0.8567458907473756
energy,2006 - 2010,1.1937877824465246e-07,0.19264523519552124
enforce,2006 - 2010,6.903047379933081e-06,11.13966155146679
engage,2006 - 2010,9.819387389777634e-06,15.845849831893252
engaged,2006 - 2010,2.8675666257820967e-05,46.274811585899684
engaging,2006 - 2010,2.915829167612935e-05,47.05363918481189
enhance,2006 - 2010,6.922541089919781e-05,111.7111915557734
enough,2006 - 2010,3.2580090781517515e-06,5.257550247694904
ensure,2006 - 2010,9.062646718065236e-08,0.1462467395099013
enterprise,2006 - 2010,2.9225248608023015e-05,47.16168966147359
entire,2006 - 2010,8.237945771248248e-08,0.13293828467382207
epicenter,2006 - 2010,2.768713297988402e-05,44.67958479076122
era,2006 - 2010,1.415803442235098e-06,2.284725904641487
eradicate,2006 - 2010,2.8336054825803458e-05,45.72677009009864
especially,2006 - 2010,3.2597136552196606e-06,5.260300976551278
espionage,2006 - 2010,4.0047151622646016e-05,64.62533003516418
essential,2006 - 2010,7.3957025621855146e-06,11.934674491378193
estimate,2006 - 2010,4.954632830926139e-06,7.995444592883269
ethnic,2006 - 2010,3.4416977954687405e-07,0.5553974425179566
europe,2006 - 2010,2.5868164464195707e-06,4.1744258908971
even,2006 - 2010,1.39787599476347e-05,22.557958269056492
event,2006 - 2010,1.479532400443243e-05,23.87567300099675
ever,2006 - 2010,1.5282853301704425e-06,2.4662414141412783
every,2006 - 2010,5.202056051752866e-06,8.394719114451204
everyone,2006 - 2010,3.7906977157312106e-07,0.6117166415504642
everything,2006 - 2010,5.129717252962771e-07,0.8277983752340865
everywhere,2006 - 2010,2.3670351812710992e-06,3.819758050107792
evidence,2006 - 2010,1.406346729109361e-05,22.694653135123783
evil,2006 - 2010,1.913395303295436e-05,30.87705316182247
