colocate,label,score_normalized,score
alebbini,2016 - 2020,1.3780969727451515e-07,0.2694335306674691
alert,2016 - 2020,5.474549975055706e-06,10.703363825381087
ali,2016 - 2020,6.236039291861128e-08,0.12192161488028486
alive,2016 - 2020,1.0111142923572712e-06,1.9768426974735016
allege,2016 - 2020,1.3247019140518156e-08,0.025899419332875873
allegedly,2016 - 2020,5.915117284666174e-06,11.564722699775539
allow,2016 - 2020,2.311725849726263e-06,4.519685261235863
ally,2016 - 2020,4.848180152920659e-10,0.0009478740043317169
almost,2016 - 2020,5.138370854772115e-07,1.0046095656986074
alone,2016 - 2020,1.170330424048735e-07,0.22881282263531943
along,2016 - 2020,8.235640775064761e-07,1.610160834265919
alongside,2016 - 2020,5.532666504236419e-07,1.0816988207097178
already,2016 - 2020,1.9602645454486648e-07,0.3832538696245775
also,2016 - 2020,5.522002032945904e-05,107.96137960638966
alter,2016 - 2020,3.4885692498433607e-06,6.8205470917690025
although,2016 - 2020,9.097717097689256e-08,0.17787064968014538
always,2016 - 2020,2.068155857544377e-06,4.043478403111159
amazing,2016 - 2020,4.800003458396779e-06,9.384549161556503
ambassador,2016 - 2020,1.1252803035321216e-09,0.0022000501500795966
america,2016 - 2020,7.531447597853012e-07,1.4724831107381195
among,2016 - 2020,1.902980945726245e-07,0.3720542785741676
amount,2016 - 2020,1.1066560073382902e-06,2.1636375464751865
analysis,2016 - 2020,4.212749999604748e-05,82.36402289977238
analyst,2016 - 2020,4.633124676752264e-05,90.58282286139149
analyze,2016 - 2020,8.874774777070602e-07,1.7351187538722836
angle,2016 - 2020,1.9719471399229183e-05,38.553794885761164
announce,2016 - 2020,1.9606910326040787e-06,3.8333725268276577
annual,2016 - 2020,3.9781285693796296e-07,0.7777690881665515
another,2016 - 2020,8.237991735887476e-06,16.10620473672617
answer,2016 - 2020,1.7322985987761239e-07,0.3386839510348984
anybody,2016 - 2020,1.7075204940910253e-06,3.3383955157637866
anyone,2016 - 2020,3.182151373928534e-08,0.062214655191355384
anything,2016 - 2020,6.27538087898696e-06,12.269078736458832
ap,2016 - 2020,5.994500269751872e-08,0.11719925405895393
appeal,2016 - 2020,2.7306465548845797e-09,0.0053387225778600556
appear,2016 - 2020,5.23563947457902e-06,10.236266800062612
applied,2016 - 2020,7.126298818191748e-06,13.932719461331324
apply,2016 - 2020,1.56612303951712e-06,3.061947514159435
approach,2016 - 2020,8.135243014013048e-06,15.905319374856091
april,2016 - 2020,1.1979960204469606e-07,0.23422175935241185
area,2016 - 2020,9.333285031762927e-06,18.24762689830511
argue,2016 - 2020,1.6387267850235356e-06,3.2038960408477197
argument,2016 - 2020,2.4039335737211382e-08,0.046999617811186556
arizona,2016 - 2020,9.683276166724975e-07,1.8931899116154165
armed,2016 - 2020,1.4302373318053563e-06,2.7962756004979656
army,2016 - 2020,2.839666623221433e-06,5.551869130726326
around,2016 - 2020,5.090337557803384e-06,9.952185133649646
arrest,2016 - 2020,3.1797351978261992e-06,6.216741621827574
arson,2016 - 2020,2.566637404595339e-05,50.180661560106074
article,2016 - 2020,7.026196303810966e-07,1.373700773413277
articles,2016 - 2020,4.052524067577731e-08,0.079231424873341
ask,2016 - 2020,1.4068003859803704e-08,0.0275045372303524
assad,2016 - 2020,1.7493429355176806e-06,3.420163114688779
assault,2016 - 2020,1.0170956894767871e-06,1.9885370047400297
assert,2016 - 2020,5.803587631887921e-07,1.1346669625743289
assessment,2016 - 2020,5.73236668782983e-07,1.1207424632143042
asset,2016 - 2020,1.7522911344171675e-07,0.3425927176683752
assist,2016 - 2020,1.2818462357713803e-06,2.5061542395576906
assistance,2016 - 2020,2.794085892059973e-09,0.00546275365068305
associate,2016 - 2020,5.468086900521306e-06,10.690727784338911
association,2016 - 2020,2.0282177394640273e-07,0.3965394869256733
assume,2016 - 2020,2.229372491053673e-06,4.35867513910142
attach,2016 - 2020,4.42321896408332e-06,8.647892898525832
attack,2016 - 2020,1.5341863533482717e-05,29.995076838537997
attempt,2016 - 2020,4.79439106595153e-06,9.373576300125693
attention,2016 - 2020,7.9007372958906e-07,1.544683419678056
attorney,2016 - 2020,3.7410252612746313e-06,7.314127121646428
attribute,2016 - 2020,9.271388491264193e-07,1.812661216732101
aug,2016 - 2020,3.849992629139486e-07,0.7527170639134787
august,2016 - 2020,1.8354184769253339e-06,3.5884505246769205
australia,2016 - 2020,2.375852343848848e-09,0.004645059803539353
authority,2016 - 2020,2.8693532674929936e-07,0.5609909874868029
automatic,2016 - 2020,6.9920079877587e-07,1.3670165712970874
average,2016 - 2020,3.9598329847674696e-07,0.7741920946347682
aviation,2016 - 2020,5.712177814051791e-07,1.1167953102564239
avoid,2016 - 2020,3.429511731666013e-07,0.6705082970232734
aware,2016 - 2020,3.0149556192713494e-08,0.05894578925660465
away,2016 - 2020,5.368985796132767e-07,1.049697392683452
back,2016 - 2020,3.924930476372057e-06,7.673682598451203
bad,2016 - 2020,5.890466891643081e-06,11.516528395920979
ban,2016 - 2020,2.8724831225030126e-06,5.616029095086232
banditry,2016 - 2020,2.2591587116523446e-05,44.1691056621475
banerjee,2016 - 2020,4.800003458396779e-06,9.384549161556503
barely,2016 - 2020,4.01554845633972e-06,7.850850989119719
base,2016 - 2020,5.028059392611426e-06,9.830424283266703
bathtub,2016 - 2020,9.608908748508815e-06,18.786502410023314
battle,2016 - 2020,4.2098042706482416e-05,82.30643056999895
beachhead,2016 - 2020,1.4423680915231855e-05,28.199926065221696
became,2016 - 2020,6.3327063004548185e-06,12.381156413201122
become,2016 - 2020,3.1921983805716066e-05,62.41108552434495
becoming,2016 - 2020,4.803036610453639e-06,9.390479316573845
began,2016 - 2020,1.152269175036742e-06,2.25281644361361
begin,2016 - 2020,7.37008375991602e-07,1.440934657010069
behavior,2016 - 2020,2.3990396336758937e-09,0.004690393575314977
behind,2016 - 2020,6.327017908615414e-07,1.2370034964366807
belgium,2016 - 2020,1.6479667364331276e-07,0.3221961189967981
belief,2016 - 2020,4.398563021353927e-07,0.8599687744368341
believe,2016 - 2020,1.5771145710242511e-06,3.0834372002989365
benefit,2016 - 2020,2.585980037767574e-07,0.5055883189579875
best,2016 - 2020,1.0411092799042811e-06,2.0354862875614987
better,2016 - 2020,9.533114859765415e-07,1.863831679282054
beyond,2016 - 2020,3.972052512117752e-06,7.765811503124075
big,2016 - 2020,3.606277481223524e-08,0.07050679985147368
biggest,2016 - 2020,1.3028738077209134e-06,2.5472655188346582
bio,2016 - 2020,1.0139903831639366e-05,19.824657799987936
black,2016 - 2020,3.6523874113209413e-06,7.1408301089099195
blacklist,2016 - 2020,2.9520018321402096e-05,57.714971580411415
blame,2016 - 2020,1.6021811607121933e-06,3.1324452156634983
blind,2016 - 2020,5.61151927358264e-06,10.971154281531977
block,2016 - 2020,4.908409316653822e-07,0.9596494864311005
body,2016 - 2020,2.567841026886683e-07,0.5020419373599503
bomb,2016 - 2020,1.1405802463784754e-05,22.2996326723776
book,2016 - 2020,7.035603557875946e-08,0.13755399978849514
border,2016 - 2020,1.7247307441706536e-05,33.72043499427719
borderline,2016 - 2020,1.9734876571666772e-05,38.58391373866114
born,2016 - 2020,3.3915787272319775e-08,0.06630919660134693
break,2016 - 2020,8.824879342552652e-10,0.0017253636326056143
bred,2016 - 2020,3.510158599986192e-05,68.62756710894803
breed,2016 - 2020,5.635340987988968e-05,110.17728425050076
bring,2016 - 2020,1.0457644292353659e-05,20.445876305356443
britain,2016 - 2020,1.9851102778009253e-06,3.881114910562201
broad,2016 - 2020,9.461093423132268e-08,0.184975067457804
brought,2016 - 2020,5.464446365499082e-06,10.683610126990006
brunson,2016 - 2020,1.6365466092055312e-06,3.1996335507636537
brussels,2016 - 2020,1.1207554365606272e-06,2.1912035238403575
brutal,2016 - 2020,4.620028098866655e-07,0.9032676996459483
brutality,2016 - 2020,5.031632222612687e-06,9.837409569648958
bureau,2016 - 2020,5.646724233142625e-06,11.039983955632177
bush,2016 - 2020,1.947214400173157e-07,0.3807024187565742
call,2016 - 2020,4.8952766998870415e-06,9.570819114546254
calling,2016 - 2020,1.6525346648573983e-06,3.2308920062133426
came,2016 - 2020,2.4889903954460634e-06,4.86625747901174
campaign,2016 - 2020,6.757711077255229e-07,1.3212088777385702
campus,2016 - 2020,7.174680878566182e-08,0.14027311856536162
candidate,2016 - 2020,1.1321136889078181e-07,0.2213410190661631
canvas,2016 - 2020,1.1000056960737962e-05,21.50635436467928
capable,2016 - 2020,3.7187742138223405e-06,7.270623809508837
capture,2016 - 2020,8.41943974636346e-06,16.460956100831904
care,2016 - 2020,2.2353357417934952e-07,0.4370333968145106
carry,2016 - 2020,1.4668430109859948e-05,28.678438397378613
carve,2016 - 2020,1.2136790853622137e-05,23.728797576197735
casualty,2016 - 2020,8.667900539370789e-07,1.6946725027230842
category,2016 - 2020,1.2696763990411185e-06,2.482360833558478
cause,2016 - 2020,1.4184423612055603e-05,27.732151001436865
caution,2016 - 2020,7.5218729987789235e-06,14.706111684261657
cell,2016 - 2020,2.5640216642969483e-06,5.0129520881486
center,2016 - 2020,4.670874947501343e-06,9.132088331234193
central,2016 - 2020,9.6958036477193e-07,1.8956391757103424
certain,2016 - 2020,2.9315890095506183e-06,5.731587783229537
certainly,2016 - 2020,4.706771748443338e-06,9.2022706334143
chalk,2016 - 2020,2.2000620731708953e-05,43.013699600633686
challenge,2016 - 2020,1.3252862845072817e-06,2.591084443561885
change,2016 - 2020,6.120024116750237e-06,11.965338710971906
charlottesville,2016 - 2020,1.52079870234053e-07,0.29733333133291007
chechnya,2016 - 2020,3.148669581322096e-06,6.156004831147387
chicago,2016 - 2020,1.792834459516392e-07,0.35051939586484715
chief,2016 - 2020,1.3581327357070769e-06,2.6553029673064703
children,2016 - 2020,3.321699100593816e-06,6.494297093659277
china,2016 - 2020,4.693173757181159e-06,9.175685023923727
christi,2016 - 2020,6.366149525123993e-06,12.446541696513744
cite,2016 - 2020,1.6678432594668323e-06,3.260822038545977
citizen,2016 - 2020,8.801646334805105e-06,17.208213170579814
city,2016 - 2020,1.1922078676585234e-05,23.309011007614586
civil,2016 - 2020,3.700560649359279e-06,7.235014232850768
civilian,2016 - 2020,6.365326913355376e-06,12.444933397550969
claim,2016 - 2020,3.0796569822080173e-06,6.021077401455663
clarke,2016 - 2020,4.42026732913351e-06,8.642122118664204
class,2016 - 2020,5.075645101313601e-06,9.92345972096454
classification,2016 - 2020,1.1888996580211075e-05,23.244331770926216
classified,2016 - 2020,5.160907356020845e-06,10.090157063551981
clear,2016 - 2020,4.339271435858656e-06,8.483765994775924
clearly,2016 - 2020,1.0355991903384617e-05,20.247134398202007
climate,2016 - 2020,1.586076831585843e-06,3.100959432432292
clinton,2016 - 2020,1.4144051653750244e-06,2.7653219260918602
close,2016 - 2020,2.5973325964884942e-06,5.078078724718409
cnn,2016 - 2020,2.991120356736173e-07,0.5847978294019529
collectivist,2016 - 2020,7.0853645616951155e-06,13.852688364309422
college,2016 - 2020,5.762553914185331e-07,1.1266444070824626
collision,2016 - 2020,4.800003458396779e-06,9.384549161556503
collomb,2016 - 2020,4.090535696038726e-06,7.9974595162893625
collusion,2016 - 2020,1.267501456862262e-05,24.781085758303476
come,2016 - 2020,7.850060771625305e-07,1.5347755865394666
coming,2016 - 2020,1.9710486927817099e-07,0.3853622922890527
command,2016 - 2020,3.103989135638693e-05,60.68649510945971
commend,2016 - 2020,3.0978224765534484e-06,6.056592995601842
comment,2016 - 2020,1.8548118431841006e-06,3.6263667471631966
commercial,2016 - 2020,5.102587696888182e-07,0.9976135539826143
commit,2016 - 2020,2.2990097845890317e-05,44.94823916977216
committed,2016 - 2020,2.0993751979584894e-05,41.04515741406216
committee,2016 - 2020,1.9492160423757517e-06,3.8109376242573827
common,2016 - 2020,1.547876263711734e-06,3.0262730055742395
communism,2016 - 2020,1.276139524260983e-05,24.949969736964633
community,2016 - 2020,1.952453301240388e-05,38.17266831147999
company,2016 - 2020,3.029982039746317e-06,5.923957275674541
compare,2016 - 2020,1.7112611540801695e-06,3.3457089287371424
competition,2016 - 2020,5.7818625218221915e-06,11.30419458062735
complaint,2016 - 2020,1.07064965796711e-08,0.020932410647370503
completely,2016 - 2020,3.7502763002080236e-06,7.33221394812861
complex,2016 - 2020,1.7149939482410405e-06,3.3530069631273856
complexity,2016 - 2020,4.976983319959339e-06,9.730564789635663
complicit,2016 - 2020,5.254668168724187e-06,10.273470047358852
complicity,2016 - 2020,6.9141549514116855e-06,13.517954229519354
compromise,2016 - 2020,2.6093503159322908e-05,51.01574724233329
concept,2016 - 2020,5.999481582137477e-06,11.729664434497549
conception,2016 - 2020,6.8574674388736855e-06,13.407123736818647
concern,2016 - 2020,1.2950074023448297e-05,25.31885807420607
concerned,2016 - 2020,2.7357492393738375e-06,5.348698902639901
concerning,2016 - 2020,3.082040761796534e-06,6.025737959918307
conclusion,2016 - 2020,2.7965884681266417e-06,5.467646469684483
condemn,2016 - 2020,4.594312133196766e-05,89.8239937767073
condemnation,2016 - 2020,1.613586107684497e-06,3.15474317575336
condone,2016 - 2020,6.797428648043965e-06,13.289741116363182
conduct,2016 - 2020,3.9784601973346865e-08,0.0777833925179161
conference,2016 - 2020,5.3071539816904e-07,1.0376085742604664
confine,2016 - 2020,1.5502464511818206e-05,30.309069899094425
confirmed,2016 - 2020,8.636072626322248e-08,0.1688449786066677
conflict,2016 - 2020,6.466659896919385e-07,1.264305083104575
confront,2016 - 2020,1.4814514371410212e-05,28.964049636230932
congress,2016 - 2020,1.2091047930712443e-06,2.3639364992958996
congressional,2016 - 2020,2.011833181190207e-11,3.933361206376329e-05
congresswoman,2016 - 2020,4.249911531072245e-06,8.30905728324925
connected,2016 - 2020,1.3985049260438465e-05,27.34235161472363
connection,2016 - 2020,4.748260691704454e-05,92.83386205740369
consequently,2016 - 2020,7.860552441353211e-06,15.368268265271402
consider,2016 - 2020,1.9231468019087885e-06,3.7599693133202976
considered,2016 - 2020,2.6233789671474387e-05,51.29002322596531
considering,2016 - 2020,1.1618875255031056e-06,2.271621405648953
conspiracy,2016 - 2020,2.2958199347770766e-05,44.885874001418145
constitute,2016 - 2020,3.9473407066157176e-05,77.17497130933575
contain,2016 - 2020,2.88316719926421e-06,5.636917672455047
contemporary,2016 - 2020,3.5697031457489946e-06,6.979173026394754
content,2016 - 2020,3.3504980416965197e-07,0.6550602277795408
context,2016 - 2020,2.9339164590888543e-06,5.736138210078587
continent,2016 - 2020,1.1017888905183023e-06,2.1541217831079096
continue,2016 - 2020,1.3979087446475862e-05,27.33069559474176
control,2016 - 2020,8.328840757688163e-06,16.283824840285977
conversation,2016 - 2020,4.36048496607082e-06,8.52524084346962
convict,2016 - 2020,0.0002877911986199218,562.6643137073912
conviction,2016 - 2020,2.2774062499292057e-05,44.52586565517839
cooperation,2016 - 2020,2.23084298098282e-06,4.361550113078264
coordinate,2016 - 2020,1.223322079200135e-08,0.023917329002312138
coordination,2016 - 2020,2.345979580881489e-06,4.586655176315951
corp,2016 - 2020,4.510003198533655e-06,8.81756588349473
corruption,2016 - 2020,7.304965362283595e-06,14.282032744350367
cost,2016 - 2020,1.483171124283266e-06,2.899767146310829
could,2016 - 2020,2.0556042208672715e-05,40.189385350724734
council,2016 - 2020,3.604312441008368e-07,0.7046838109477194
count,2016 - 2020,2.2802954907906684e-05,44.582353578862154
counter,2016 - 2020,0.004593123525563625,8980.075515435276
country,2016 - 2020,9.398585122082695e-06,18.375295953790463
course,2016 - 2020,3.135805783658463e-06,6.130854653105849
court,2016 - 2020,5.3913613264797e-06,10.540720617097707
courtesy,2016 - 2020,4.707596744071834e-06,9.203883593092515
cover,2016 - 2020,4.20750193536097e-06,8.22614173134939
coverage,2016 - 2020,4.9626419976939255e-05,97.02525884037364
covering,2016 - 2020,3.530177241460897e-05,69.01895417084339
cow,2016 - 2020,4.6996301044300435e-06,9.188307912362536
crack,2016 - 2020,3.263731599753498e-05,63.80964079188861
create,2016 - 2020,5.68245656293867e-06,11.109844698136712
crime,2016 - 2020,4.9647873922578456e-05,97.06720372839413
criminal,2016 - 2020,1.7892410580478708e-05,34.981684527231465
crisis,2016 - 2020,3.1646073366166664e-07,0.618716494371462
critic,2016 - 2020,1.0500234751576924e-06,2.0529145465859813
critical,2016 - 2020,7.603672484000736e-07,1.486603892121213
criticize,2016 - 2020,1.3306516679432324e-08,0.02601574374467497
crowd,2016 - 2020,2.2770845987574325e-07,0.445195770113044
crush,2016 - 2020,1.7566570955318661e-06,3.4344631240165935
cuba,2016 - 2020,2.408471194733276e-06,4.708833342948559
cultural,2016 - 2020,6.422633324437684e-07,1.2556973906841336
cuomo,2016 - 2020,1.3110098010145894e-05,25.63172305091037
curb,2016 - 2020,9.60328447136133e-06,18.775506312656667
current,2016 - 2020,3.130739196897208e-07,0.612094890346329
cyber,2016 - 2020,1.1127252011610761e-05,21.755035062176347
cyberattack,2016 - 2020,3.4808864652971573e-06,6.805526379826521
daily,2016 - 2020,1.0939137064124108e-06,2.138724908285088
damage,2016 - 2020,2.423552215864429e-10,0.00047383184434153514
danger,2016 - 2020,1.3744476205386732e-06,2.687200410734227
dangerous,2016 - 2020,2.1130873337252187e-07,0.41313245163015133
daniel,2016 - 2020,1.5061685070342405e-06,2.944729628293235
data,2016 - 2020,1.1487299523046063e-09,0.0022458968632401155
database,2016 - 2020,0.00017877452017616715,349.5243884651867
dates,2016 - 2020,7.194668739103437e-06,14.066390382514738
david,2016 - 2020,2.5143776250353046e-08,0.0491589238161565
day,2016 - 2020,1.0325330962625126e-05,20.1871887943309
days,2016 - 2020,8.926022353521639e-06,17.451382341660754
dayton,2016 - 2020,3.003127534276195e-08,0.05871453682921335
de,2016 - 2020,1.1715978859549911e-07,0.22906062576031205
deadly,2016 - 2020,4.285895263667256e-07,0.837940954663428
deal,2016 - 2020,3.4110527831999017e-06,6.668993640120309
dealing,2016 - 2020,2.5407677827500812e-05,49.67488122035859
dealt,2016 - 2020,2.116860715709421e-06,4.138701904472793
death,2016 - 2020,6.489310584671038e-06,12.687335485127948
debate,2016 - 2020,4.842744886694193e-06,9.468113483659344
decade,2016 - 2020,3.2416950058479944e-07,0.6337880047968489
december,2016 - 2020,2.6344432255844812e-06,5.150634198102152
decision,2016 - 2020,1.5802184390548837e-06,3.089505613035911
declared,2016 - 2020,2.521159350858335e-06,4.929151421934693
decline,2016 - 2020,4.2627813736129884e-08,0.0833421927970861
decrease,2016 - 2020,3.151362363453949e-06,6.161269524499541
deem,2016 - 2020,1.088886828128816e-05,21.28896793203414
deep,2016 - 2020,2.1994597258733566e-08,0.04300192303031436
defeat,2016 - 2020,7.4343265985715e-05,145.3494857911292
defend,2016 - 2020,1.0452355548891213e-05,20.435536214259347
defendant,2016 - 2020,1.6597903740394105e-05,32.45077737559314
defense,2016 - 2020,2.471836879283752e-06,4.832720416567095
define,2016 - 2020,0.0001972041787398314,385.556453508568
definition,2016 - 2020,0.0004038550935737837,789.582343562321
degree,2016 - 2020,1.3421047166886388e-07,0.2623966378959275
delusion,2016 - 2020,8.356865930921193e-06,16.338617220801126
demand,2016 - 2020,9.904681768537108e-07,1.9364772086529891
democrat,2016 - 2020,3.578624231915385e-07,0.6996614757932784
demonstrate,2016 - 2020,3.485698490570609e-06,6.814934432994975
denial,2016 - 2020,1.0493630104165648e-05,20.51623263384561
denounce,2016 - 2020,2.320112071888307e-05,45.36081273205764
department,2016 - 2020,1.2988997960649858e-05,25.394958769840027
depend,2016 - 2020,1.4277511707762051e-06,2.791414874749779
derail,2016 - 2020,2.6064043391744175e-06,5.095815006776313
describe,2016 - 2020,2.2334099949004568e-05,43.665689153598166
deserve,2016 - 2020,6.233500794609297e-06,12.187198439050967
design,2016 - 2020,1.7881448201999921e-06,3.496025183855667
designate,2016 - 2020,1.704649495248575e-08,0.033327823886039276
designation,2016 - 2020,7.817178576416152e-05,152.83467458072712
despite,2016 - 2020,3.973086310557921e-06,7.767832695893828
destabilize,2016 - 2020,4.370811740583455e-06,8.545430854567341
destroy,2016 - 2020,1.1313528908855926e-08,0.022119227445580036
destruction,2016 - 2020,4.21047820813301e-07,0.8231960680937553
detail,2016 - 2020,5.002946425998975e-07,0.9781325595774133
detain,2016 - 2020,3.518922371637987e-06,6.87989087478026
detainee,2016 - 2020,3.3942300697941496e-05,66.3610333444545
deter,2016 - 2020,6.309861502666764e-05,123.36492252063324
determined,2016 - 2020,4.639196160195512e-07,0.9070152722348328
develop,2016 - 2020,3.686367369098345e-07,0.7207264766099972
die,2016 - 2020,3.302026036030352e-06,6.45583402938141
difference,2016 - 2020,1.0985389126718453e-07,0.21477677091705893
different,2016 - 2020,6.027524210274138e-08,0.11784490941321701
difficult,2016 - 2020,2.322111710397468e-06,4.539990792450325
digital,2016 - 2020,4.166214819562612e-09,0.008145420754519517
direct,2016 - 2020,9.1544943043657e-07,1.7898070822891339
directly,2016 - 2020,9.704048630296544e-07,1.8972511629724966
director,2016 - 2020,4.932437576714479e-06,9.643472827922977
disaster,2016 - 2020,2.3753484564475225e-07,0.4644074646730485
discourse,2016 - 2020,1.401414870735258e-06,2.7399244321678227
discuss,2016 - 2020,8.054462084272395e-06,15.747383528968056
discussion,2016 - 2020,3.2754267631383033e-06,6.403829445159618
disease,2016 - 2020,3.180296685447622e-06,6.217839393575557
disengage,2016 - 2020,1.6693426914723754e-05,32.637535975526305
dismissal,2016 - 2020,5.126856178924e-06,10.02358316454464
displace,2016 - 2020,1.8073270043454602e-06,3.5335285214468657
dispute,2016 - 2020,3.609615033615104e-08,0.07057205277216327
disrupt,2016 - 2020,1.3773832596732312e-06,2.69293991696951
distinction,2016 - 2020,1.9692715992453722e-06,3.8501485042154178
divide,2016 - 2020,1.0872360741505502e-07,0.21256693826407047
division,2016 - 2020,2.7870402449398736e-09,0.005448978614405131
document,2016 - 2020,1.365182144320037e-07,0.26690853577279805
domestic,2016 - 2020,0.0050654580578493695,9903.542899856053
donald,2016 - 2020,3.6513528970264253e-06,7.138807516564025
done,2016 - 2020,2.241286221129095e-07,0.4381967827650368
double,2016 - 2020,5.8983184913378494e-06,11.531879160555016
doubt,2016 - 2020,3.5052384631425385e-07,0.6853137287389998
dozen,2016 - 2020,6.905211617003124e-07,1.350046900015383
dr,2016 - 2020,2.8610534129227358e-08,0.05593682721299609
drawn,2016 - 2020,1.4431302724447856e-06,2.821482756350342
drew,2016 - 2020,3.559021221399067e-07,0.6958288657233194
driven,2016 - 2020,2.3998872436621495e-06,4.692050748618036
driver,2016 - 2020,5.93210685633786e-06,11.597939232215282
driving,2016 - 2020,9.273908927133499e-08,0.18131539904254756
drone,2016 - 2020,8.834506002385762e-08,0.17272457533842434
drop,2016 - 2020,2.1538236454297046e-06,4.210968608887006
drug,2016 - 2020,1.844934194353697e-06,3.60705482752544
due,2016 - 2020,1.914385746435924e-06,3.742840459871578
early,2016 - 2020,5.575262331184958e-06,10.900267862110017
east,2016 - 2020,1.5298866440196438e-06,2.991101266249178
eastern,2016 - 2020,1.3330371817624345e-06,2.6062383235470987
easy,2016 - 2020,1.3860142479524836e-07,0.2709814474357124
eco,2016 - 2020,1.1492919439612141e-05,22.469956204338413
economic,2016 - 2020,2.971530778868643e-05,58.09678455666209
edit,2016 - 2020,1.8332589242034304e-06,3.5842283550761413
editor,2016 - 2020,1.1986557173883469e-06,2.343507375590283
editorial,2016 - 2020,2.0933924103600435e-07,0.4092818715596256
effect,2016 - 2020,3.7100458877547434e-06,7.253558945745839
effective,2016 - 2020,8.859466011581392e-07,1.732125717230093
effectively,2016 - 2020,2.7251760087246888e-06,5.328027041945752
effects,2016 - 2020,1.430827619424361e-05,27.97429679495621
effort,2016 - 2020,1.524353286630384e-05,29.8028292728379
egypt,2016 - 2020,9.58720500477183e-09,0.018744069138494468
either,2016 - 2020,1.8366400544396348e-06,3.590838846755638
election,2016 - 2020,1.1608006820451838e-06,2.2694965038754056
element,2016 - 2020,2.6064043391744175e-06,5.095815006776313
elicit,2016 - 2020,4.800003458396779e-06,9.384549161556503
eliminate,2016 - 2020,4.0812843339393336e-05,79.79372057981132
elsewhere,2016 - 2020,1.8339656358367837e-07,0.35856100561777615
emanate,2016 - 2020,2.9417930050991313e-05,57.51537747578378
emerge,2016 - 2020,3.1824583220724317e-06,6.2220656374419985
emily,2016 - 2020,7.709082828695857e-06,15.072128056460043
emphasis,2016 - 2020,4.3208570851623166e-06,8.447763858342952
emphasize,2016 - 2020,1.0467799684468799e-05,20.465731244500848
enable,2016 - 2020,6.25768846718487e-06,12.234488072143213
encourage,2016 - 2020,2.0245582361757663e-06,3.958240126804311
end,2016 - 2020,1.3211155549712685e-05,25.82930196026542
ending,2016 - 2020,1.394606403303356e-05,27.26613108981634
enemy,2016 - 2020,1.2607260683591748e-08,0.024648619256879112
enforce,2016 - 2020,6.1267349753467e-06,11.978459197855013
engage,2016 - 2020,1.3016736961761448e-05,25.44919165152031
engaged,2016 - 2020,2.4598115969942116e-06,4.809209630834143
engaging,2016 - 2020,3.686189090905158e-06,7.206916212086856
