rank,word_of_interest,colocate,score,score_normalized,label
508,terrorism,"('terrorism', 'life')",11.938182382381363,6.892504087566237e-06,2001 - 2005
509,terrorism,"('center', 'terrorism')",11.878384868466348,6.857980020511121e-06,2001 - 2005
510,terrorism,"('course', 'terrorism')",11.876536314287236,6.85691275860914e-06,2001 - 2005
511,terrorism,"('terrorism', 'weapon')",11.861294680691124,6.848113008488265e-06,2001 - 2005
512,terrorism,"('system', 'terrorism')",11.839311354782662,6.835420945422953e-06,2001 - 2005
513,terrorism,"('terrorism', 'rather')",11.834019220335172,6.832365534042649e-06,2001 - 2005
514,terrorism,"('employ', 'terrorism')",11.832431860316392,6.831449072468563e-06,2001 - 2005
515,terrorism,"('terrorism', 'looks')",11.832431860316392,6.831449072468563e-06,2001 - 2005
516,terrorism,"('terrorism', 'especially')",11.802672935576126,6.81426777100708e-06,2001 - 2005
517,terrorism,"('terrorism', 'abroad')",11.725697560635425,6.769826073818425e-06,2001 - 2005
518,terrorism,"('like', 'terrorism')",11.692326353217403,6.750559222620441e-06,2001 - 2005
519,terrorism,"('terrorism', 'statute')",11.679926211198085,6.743400006349739e-06,2001 - 2005
520,terrorism,"('deplore', 'terrorism')",11.663376408900714,6.733844985633069e-06,2001 - 2005
521,terrorism,"('terrorism', 'score')",11.656602243809955,6.729933924545008e-06,2001 - 2005
522,terrorism,"('discussion', 'terrorism')",11.587324617913982,6.689936519213894e-06,2001 - 2005
523,terrorism,"('reference', 'terrorism')",11.569867595125373,6.679857715165398e-06,2001 - 2005
524,terrorism,"('concerned', 'terrorism')",11.55342826109003,6.6703664732488154e-06,2001 - 2005
525,terrorism,"('terrorism', 'mean')",11.534985976309954,6.659718828644363e-06,2001 - 2005
526,terrorism,"('foster', 'terrorism')",11.460993857522274,6.616999513018524e-06,2001 - 2005
527,terrorism,"('oppose', 'terrorism')",11.3655763742908,6.561910273121434e-06,2001 - 2005
528,terrorism,"('terrorism', 'assessment')",11.36282405673435,6.560321223850743e-06,2001 - 2005
529,terrorism,"('muslim', 'terrorism')",11.307565028369595,6.528417449333014e-06,2001 - 2005
530,terrorism,"('excluding', 'terrorism')",11.284257196708936,6.514960683483089e-06,2001 - 2005
531,terrorism,"('terrorism', 'blur')",11.284257196708934,6.514960683483088e-06,2001 - 2005
532,terrorism,"('limited', 'terrorism')",11.280128214932816,6.512576817760666e-06,2001 - 2005
533,terrorism,"('preoccupied', 'terrorism')",11.257763925199455,6.49966480540691e-06,2001 - 2005
534,terrorism,"('terrorism', 'disparity')",11.257763925199455,6.49966480540691e-06,2001 - 2005
535,terrorism,"('terrorism', 'repudiate')",11.257763925199455,6.49966480540691e-06,2001 - 2005
536,terrorism,"('terrorism', 'times')",11.247118715538083,6.493518798522957e-06,2001 - 2005
537,terrorism,"('assess', 'terrorism')",11.160169467692947,6.443318690417064e-06,2001 - 2005
538,terrorism,"('terrorism', 'likely')",11.094317086473136,6.405298848518571e-06,2001 - 2005
539,terrorism,"('brush', 'terrorism')",11.06256834563383,6.3869687276508455e-06,2001 - 2005
540,terrorism,"('terrorism', 'act')",10.935917608481809,6.313846983020617e-06,2001 - 2005
541,terrorism,"('terrorism', 'place')",10.92931602492633,6.310035561802283e-06,2001 - 2005
542,terrorism,"('crush', 'terrorism')",10.907004782617664,6.297154176354687e-06,2001 - 2005
543,terrorism,"('past', 'terrorism')",10.84723136726485,6.262644022593333e-06,2001 - 2005
544,terrorism,"('terrorism', 'organization')",10.844194794766707,6.260890858863272e-06,2001 - 2005
545,terrorism,"('terrorism', 'past')",10.828803546946517,6.252004729039191e-06,2001 - 2005
546,terrorism,"('close', 'terrorism')",10.828250748437465,6.2516855710751726e-06,2001 - 2005
547,terrorism,"('expert', 'terrorism')",10.827106364851872,6.2510248617403e-06,2001 - 2005
548,terrorism,"('terrorism', 'thus')",10.799029588790034,6.234814748041795e-06,2001 - 2005
549,terrorism,"('psychology', 'terrorism')",10.759275013131193,6.211862462136662e-06,2001 - 2005
550,terrorism,"('terrorism', 'preparation')",10.743310404640404,6.202645302794086e-06,2001 - 2005
551,terrorism,"('operation', 'terrorism')",10.714034475468104,6.185742858600807e-06,2001 - 2005
552,terrorism,"('terrorism', 'low')",10.702389612717171,6.179019702467056e-06,2001 - 2005
553,terrorism,"('us', 'terrorism')",10.665854779617106,6.1579263334419365e-06,2001 - 2005
554,terrorism,"('seed', 'terrorism')",10.640891538310875,6.143513817597311e-06,2001 - 2005
555,terrorism,"('terrorism', 'frighten')",10.639483499799827,6.142700887212936e-06,2001 - 2005
556,terrorism,"('terrorism', 'rank')",10.639483499799827,6.142700887212936e-06,2001 - 2005
557,terrorism,"('press', 'terrorism')",10.638759155693002,6.142282687477232e-06,2001 - 2005
558,terrorism,"('forces', 'terrorism')",10.534581234397457,6.082135612707843e-06,2001 - 2005
559,terrorism,"('meeting', 'terrorism')",10.534581234397457,6.082135612707843e-06,2001 - 2005
560,terrorism,"('infighting', 'terrorism')",10.529636327560741,6.079280673028332e-06,2001 - 2005
561,terrorism,"('terrorism', 'intrude')",10.529636327560741,6.079280673028332e-06,2001 - 2005
562,terrorism,"('considered', 'terrorism')",10.521057017032284,6.074327412055107e-06,2001 - 2005
563,terrorism,"('terrorism', 'israel')",10.488325857902936,6.05543009244113e-06,2001 - 2005
564,terrorism,"('curtail', 'terrorism')",10.472501234736953,6.046293753561209e-06,2001 - 2005
565,terrorism,"('terrorism', 'decree')",10.440081595571966,6.027576289854852e-06,2001 - 2005
566,terrorism,"('nation', 'terrorism')",10.436442724238027,6.025475389169978e-06,2001 - 2005
567,terrorism,"('terrorism', 'constitute')",10.419295984110986,6.015575726672906e-06,2001 - 2005
568,terrorism,"('kerry', 'terrorism')",10.412135684927286,6.011441731244532e-06,2001 - 2005
569,terrorism,"('terrorism', 'police')",10.40747404371934,6.008750334845031e-06,2001 - 2005
570,terrorism,"('terrorism', 'within')",10.360375296133334,5.9815578946679655e-06,2001 - 2005
571,terrorism,"('connected', 'terrorism')",10.355939090203906,5.978996653222451e-06,2001 - 2005
572,terrorism,"('terrorism', 'without')",10.32994471152545,5.963988810691965e-06,2001 - 2005
573,terrorism,"('iraq', 'terrorism')",10.268183362289001,5.928330924220564e-06,2001 - 2005
574,terrorism,"('terrorism', 'financier')",10.245466026219535,5.915215080727631e-06,2001 - 2005
575,terrorism,"('terrorism', 'also')",10.224643888458488,5.903193429103202e-06,2001 - 2005
576,terrorism,"('vote', 'terrorism')",10.223935060277892,5.902784187480344e-06,2001 - 2005
577,terrorism,"('senior', 'terrorism')",10.20514811024653,5.891937550552165e-06,2001 - 2005
578,terrorism,"('terrorism', 'inherently')",10.200468422185264,5.88923573481023e-06,2001 - 2005
579,terrorism,"('terrorism', 'practically')",10.200468422185264,5.88923573481023e-06,2001 - 2005
580,terrorism,"('history', 'terrorism')",10.158931832337196,5.865254603835562e-06,2001 - 2005
581,terrorism,"('terrorism', 'suicide')",10.130061122633371,5.84858611291535e-06,2001 - 2005
582,terrorism,"('need', 'terrorism')",10.022631877286607,5.786561887705865e-06,2001 - 2005
583,terrorism,"('guilty', 'terrorism')",10.008931697912422,5.778652095468454e-06,2001 - 2005
584,terrorism,"('understand', 'terrorism')",10.001738280207729,5.774498979077273e-06,2001 - 2005
585,terrorism,"('meaning', 'terrorism')",9.9949024514508,5.770552316500015e-06,2001 - 2005
586,terrorism,"('pentagon', 'terrorism')",9.980181594608666,5.762053236597648e-06,2001 - 2005
587,terrorism,"('write', 'terrorism')",9.964163276829703,5.752805068222337e-06,2001 - 2005
588,terrorism,"('terrorism', 'john')",9.937273239853766,5.7372801177872535e-06,2001 - 2005
589,terrorism,"('minnesotan', 'terrorism')",9.891070228648253,5.7106048305959766e-06,2001 - 2005
590,terrorism,"('terrorism', 'manifest')",9.891070228648253,5.7106048305959766e-06,2001 - 2005
591,terrorism,"('cure', 'terrorism')",9.873518346355372,5.700471259456479e-06,2001 - 2005
592,terrorism,"('terrorism', 'court')",9.850505368462748,5.687184727293419e-06,2001 - 2005
593,terrorism,"('terrorism', 'offer')",9.849363211763254,5.686525303650208e-06,2001 - 2005
594,terrorism,"('peace', 'terrorism')",9.822833472888686,5.6712083711576294e-06,2001 - 2005
595,terrorism,"('analysis', 'terrorism')",9.767741724829175,5.639401175846915e-06,2001 - 2005
596,terrorism,"('control', 'terrorism')",9.718853865038845,5.611175792564572e-06,2001 - 2005
597,terrorism,"('pass', 'terrorism')",9.701307515959076,5.60104541602311e-06,2001 - 2005
598,terrorism,"('phenomenon', 'terrorism')",9.675196285950761,5.585970109431271e-06,2001 - 2005
599,terrorism,"('terrorism', 'resonate')",9.599345340841626,5.542177601286812e-06,2001 - 2005
600,terrorism,"('relevant', 'terrorism')",9.595410571360409,5.539905863943199e-06,2001 - 2005
601,terrorism,"('terrorism', 'annan')",9.57193688100866,5.5263533396545375e-06,2001 - 2005
602,terrorism,"('terrorism', 'attack')",9.556003674224655,5.517154310072876e-06,2001 - 2005
603,terrorism,"('community', 'terrorism')",9.548569999206425,5.5128624812326325e-06,2001 - 2005
604,terrorism,"('terrorism', 'event')",9.547865223439931,5.512455579269186e-06,2001 - 2005
605,terrorism,"('cope', 'terrorism')",9.522692946760479,5.497922376948326e-06,2001 - 2005
606,terrorism,"('treaty', 'terrorism')",9.50383539587316,5.487034978648552e-06,2001 - 2005
607,terrorism,"('trade', 'terrorism')",9.486199015319624,5.47685262247727e-06,2001 - 2005
608,terrorism,"('topic', 'terrorism')",9.443307003531523,5.452088939271213e-06,2001 - 2005
609,terrorism,"('overcome', 'terrorism')",9.428333343901715,5.443443903796081e-06,2001 - 2005
610,terrorism,"('dismiss', 'terrorism')",9.420011973790801,5.4386395646038556e-06,2001 - 2005
611,terrorism,"('terrorism', 'threaten')",9.419066922404951,5.438093939622489e-06,2001 - 2005
612,terrorism,"('terrorism', 'increase')",9.417382971383002,5.437121711277312e-06,2001 - 2005
613,terrorism,"('terrorism', 'air')",9.40321687314611,5.428942920999594e-06,2001 - 2005
614,terrorism,"('expect', 'terrorism')",9.365638807877286,5.407247242363418e-06,2001 - 2005
615,terrorism,"('computerize', 'terrorism')",9.323514685097038,5.382926899521572e-06,2001 - 2005
616,terrorism,"('start', 'terrorism')",9.310743982378657,5.375553740202325e-06,2001 - 2005
617,terrorism,"('inadequate', 'terrorism')",9.308135161843744,5.374047538870776e-06,2001 - 2005
618,terrorism,"('terrorism', 'nation')",9.302996165579145,5.371080541749672e-06,2001 - 2005
619,terrorism,"('terrorism', 'men')",9.278229401217086,5.356781461778066e-06,2001 - 2005
620,terrorism,"('terrorism', 'america')",9.201313628841355,5.312374176102784e-06,2001 - 2005
621,terrorism,"('terrorism', 'becoming')",9.151838074235927,5.283809487490237e-06,2001 - 2005
622,terrorism,"('terrorism', 'health')",9.14471593694996,5.279697524815904e-06,2001 - 2005
623,terrorism,"('terrorism', 'area')",9.125255985569265,5.268462330869358e-06,2001 - 2005
624,terrorism,"('terrorism', 'official')",9.062046229661611,5.231968207474951e-06,2001 - 2005
625,terrorism,"('writing', 'terrorism')",9.032865166693995,5.215120534241155e-06,2001 - 2005
626,terrorism,"('terrorism', 'bulletin')",9.031722392633164,5.214460754164661e-06,2001 - 2005
627,terrorism,"('terrorism', 'grown')",9.030887379247782,5.213978659572069e-06,2001 - 2005
628,terrorism,"('take', 'terrorism')",9.02011005886407,5.207756378623558e-06,2001 - 2005
629,terrorism,"('power', 'terrorism')",8.999177478615486,5.195670963079933e-06,2001 - 2005
630,terrorism,"('terrorism', 'continue')",8.992992489743493,5.1921000626098004e-06,2001 - 2005
631,terrorism,"('terrorism', 'local')",8.979321819668023,5.1842073075523805e-06,2001 - 2005
632,terrorism,"('terrorism', 'evolve')",8.95974833939404,5.172906567751703e-06,2001 - 2005
633,terrorism,"('terrorism', 'july')",8.924207243509567,5.152386932449277e-06,2001 - 2005
634,terrorism,"('made', 'terrorism')",8.899024501707814,5.1378476880948875e-06,2001 - 2005
635,terrorism,"('palestine', 'terrorism')",8.891385621355925,5.1334373840499825e-06,2001 - 2005
636,terrorism,"('terrorism', 'country')",8.866055082001253,5.118812808846642e-06,2001 - 2005
637,terrorism,"('terrorism', 'futures')",8.847501721486442,5.108101034718015e-06,2001 - 2005
638,terrorism,"('activity', 'terrorism')",8.843749006383874,5.1059344063858745e-06,2001 - 2005
639,terrorism,"('terrorism', 'racketeering')",8.81365396059466,5.0885590455919425e-06,2001 - 2005
640,terrorism,"('evolution', 'terrorism')",8.813653960594658,5.088559045591941e-06,2001 - 2005
641,terrorism,"('mismanage', 'terrorism')",8.813653960594658,5.088559045591941e-06,2001 - 2005
642,terrorism,"('spread', 'terrorism')",8.796691129959319,5.078765563155007e-06,2001 - 2005
643,terrorism,"('terrorism', 'october')",8.796041307056367,5.078390388201959e-06,2001 - 2005
644,terrorism,"('terrorism', 'stop')",8.793156771245119,5.076725002782894e-06,2001 - 2005
645,terrorism,"('work', 'terrorism')",8.789135492099021,5.074403319124196e-06,2001 - 2005
646,terrorism,"('result', 'terrorism')",8.786210835452568,5.0727147699594455e-06,2001 - 2005
647,terrorism,"('terrorism', 'category')",8.763924285328693,5.0598476405333405e-06,2001 - 2005
648,terrorism,"('engaged', 'terrorism')",8.736174658920001,5.043826406536059e-06,2001 - 2005
649,terrorism,"('terrorism', 'anti')",8.7247749920115,5.037244814108749e-06,2001 - 2005
650,terrorism,"('terrorism', 'exceed')",8.677061337944075,5.009697357958489e-06,2001 - 2005
651,terrorism,"('terrorism', 'generally')",8.636530863225417,4.986297107089342e-06,2001 - 2005
652,terrorism,"('terrorism', 'protection')",8.58027283372176,4.953816559725228e-06,2001 - 2005
653,terrorism,"('terrorism', 'saee')",8.577169163586927,4.952024657205597e-06,2001 - 2005
654,terrorism,"('found', 'terrorism')",8.525784135065884,4.922357534709321e-06,2001 - 2005
655,terrorism,"('terrorism', 'adviser')",8.524100667931203,4.921385585736235e-06,2001 - 2005
656,terrorism,"('large', 'terrorism')",8.516493314719924,4.916993483871408e-06,2001 - 2005
657,terrorism,"('guarantee', 'terrorism')",8.45441529222702,4.881152766241576e-06,2001 - 2005
658,terrorism,"('national', 'terrorism')",8.453985459215303,4.880904602350681e-06,2001 - 2005
659,terrorism,"('charged', 'terrorism')",8.442822643388194,4.874459755785876e-06,2001 - 2005
660,terrorism,"('terrorism', 'broad')",8.442822643388194,4.874459755785876e-06,2001 - 2005
661,terrorism,"('terrorism', 'ireland')",8.437274959833866,4.8712568032467055e-06,2001 - 2005
662,terrorism,"('spawn', 'terrorism')",8.434375649450281,4.869582887735122e-06,2001 - 2005
663,terrorism,"('specialize', 'terrorism')",8.434375649450281,4.869582887735122e-06,2001 - 2005
664,terrorism,"('terrorism', 'versus')",8.434375649450281,4.869582887735122e-06,2001 - 2005
665,terrorism,"('decision', 'terrorism')",8.413655738735535,4.857620256848685e-06,2001 - 2005
666,terrorism,"('bare', 'terrorism')",8.351603455162158,4.82179439957216e-06,2001 - 2005
667,terrorism,"('mobilization', 'terrorism')",8.351603455162158,4.82179439957216e-06,2001 - 2005
668,terrorism,"('terrorism', 'haig')",8.351603455162156,4.821794399572159e-06,2001 - 2005
669,terrorism,"('terrorism', 'omit')",8.351603455162156,4.821794399572159e-06,2001 - 2005
670,terrorism,"('terrorism', 'punishable')",8.351603455162156,4.821794399572159e-06,2001 - 2005
671,terrorism,"('participation', 'terrorism')",8.339720472632504,4.814933765094084e-06,2001 - 2005
672,terrorism,"('terrorism', 'exemption')",8.294123969804566,4.788608645234624e-06,2001 - 2005
673,terrorism,"('terrorism', 'midst')",8.294123969804566,4.788608645234624e-06,2001 - 2005
674,terrorism,"('terrorism', 'survival')",8.294123969804566,4.788608645234624e-06,2001 - 2005
675,terrorism,"('terrorism', 'things')",8.286916235709793,4.784447263282239e-06,2001 - 2005
676,terrorism,"('terrorism', 'close')",8.225929193465795,4.749236422595495e-06,2001 - 2005
677,terrorism,"('terrorism', 'one')",8.218016863675352,4.744668242643471e-06,2001 - 2005
678,terrorism,"('terrorism', 'photo')",8.210100352053235,4.740097648312861e-06,2001 - 2005
679,terrorism,"('actual', 'terrorism')",8.176865291762219,4.720909401595805e-06,2001 - 2005
680,terrorism,"('set', 'terrorism')",8.17487867393206,4.719762428708625e-06,2001 - 2005
681,terrorism,"('terrorism', 'man')",8.160547369185212,4.711488256528646e-06,2001 - 2005
682,terrorism,"('appeasement', 'terrorism')",8.136079647070924,4.697361828460748e-06,2001 - 2005
683,terrorism,"('terrorism', 'urge')",8.129265850195097,4.693427885979873e-06,2001 - 2005
684,terrorism,"('citizen', 'terrorism')",8.116488215475247,4.686050724472777e-06,2001 - 2005
685,terrorism,"('terrorism', 'citizen')",8.116488215475247,4.686050724472777e-06,2001 - 2005
686,terrorism,"('hoffman', 'terrorism')",8.096831998257292,4.67470221653569e-06,2001 - 2005
687,terrorism,"('terrorism', 'insurer')",8.068074381114474,4.65809901955337e-06,2001 - 2005
688,terrorism,"('terrorism', 'primarily')",8.017706742680392,4.629019286754154e-06,2001 - 2005
689,terrorism,"('committee', 'terrorism')",8.01689450360275,4.628550340897623e-06,2001 - 2005
690,terrorism,"('building', 'terrorism')",8.013393606077475,4.626529099327489e-06,2001 - 2005
691,terrorism,"('release', 'terrorism')",7.937557317541753,4.582745053148924e-06,2001 - 2005
692,terrorism,"('terrorism', 'comb')",7.9298222972648835,4.578279242762712e-06,2001 - 2005
693,terrorism,"('terrorism', 'defy')",7.9298222972648835,4.578279242762712e-06,2001 - 2005
694,terrorism,"('terrorism', 'ebadi')",7.9298222972648835,4.578279242762712e-06,2001 - 2005
695,terrorism,"('terrorism', 'counter')",7.928902142567164,4.577747991872745e-06,2001 - 2005
696,terrorism,"('terrorism', 'coordinate')",7.892941020059009,4.556985854393029e-06,2001 - 2005
697,terrorism,"('want', 'terrorism')",7.892121067452074,4.556512455133921e-06,2001 - 2005
698,terrorism,"('terrorism', 'begin')",7.857370089392507,4.536448993992971e-06,2001 - 2005
699,terrorism,"('terrorism', 'evil')",7.857121548797188,4.536305499194994e-06,2001 - 2005
700,terrorism,"('terrorism', 'aim')",7.823486813768556,4.516886500452674e-06,2001 - 2005
701,terrorism,"('scared', 'terrorism')",7.819410023357366,4.514532767390701e-06,2001 - 2005
702,terrorism,"('terrorism', 'told')",7.79174397365648,4.498559786367091e-06,2001 - 2005
703,terrorism,"('terrorism', 'combination')",7.765213179676274,4.48324224470976e-06,2001 - 2005
704,terrorism,"('comp', 'terrorism')",7.732142545379055,4.464148929264321e-06,2001 - 2005
705,terrorism,"('terrorism', 'fact')",7.720336122402088,4.457332496408648e-06,2001 - 2005
706,terrorism,"('terrorism', 'may')",7.717743258356656,4.455835507548935e-06,2001 - 2005
707,terrorism,"('tip', 'terrorism')",7.700294439674829,4.445761440137704e-06,2001 - 2005
708,terrorism,"('terrorism', 'indeed')",7.651308716277153,4.417479555346836e-06,2001 - 2005
709,terrorism,"('terrorism', 'still')",7.650074781871478,4.416767143887328e-06,2001 - 2005
710,terrorism,"('renew', 'terrorism')",7.649951128057916,4.416695752415149e-06,2001 - 2005
711,terrorism,"('taliban', 'terrorism')",7.641098307503615,4.411584580554761e-06,2001 - 2005
712,terrorism,"('terrorism', 'taliban')",7.641098307503615,4.411584580554761e-06,2001 - 2005
713,terrorism,"('perception', 'terrorism')",7.561177648339925,4.365442424879564e-06,2001 - 2005
714,terrorism,"('terrorism', 'peace')",7.555964064724364,4.3624323647858145e-06,2001 - 2005
715,terrorism,"('solidarity', 'terrorism')",7.540717100998976,4.353629537317262e-06,2001 - 2005
716,terrorism,"('terrorism', 'undermine')",7.48353124890944,4.3206133120114915e-06,2001 - 2005
717,terrorism,"('terrorism', 'george')",7.481273084856527,4.319309562037956e-06,2001 - 2005
718,terrorism,"('billion', 'terrorism')",7.473842675658258,4.315019618717359e-06,2001 - 2005
719,terrorism,"('provision', 'terrorism')",7.431993022377593,4.290857740714397e-06,2001 - 2005
720,terrorism,"('terrorism', 'respond')",7.4031397244200505,4.2741993024578635e-06,2001 - 2005
721,terrorism,"('distinguish', 'terrorism')",7.3989257766710494,4.27176638167022e-06,2001 - 2005
722,terrorism,"('terrorism', 'main')",7.394503735447477,4.2692133182110924e-06,2001 - 2005
723,terrorism,"('tough', 'terrorism')",7.394503735447477,4.2692133182110924e-06,2001 - 2005
724,terrorism,"('intelligence', 'terrorism')",7.387485907836744,4.265161578679604e-06,2001 - 2005
725,terrorism,"('stand', 'terrorism')",7.387025213556175,4.264895597049383e-06,2001 - 2005
726,terrorism,"('terrorism', 'moreover')",7.361664739588371,4.250253739110969e-06,2001 - 2005
727,terrorism,"('terrorism', 'ridicule')",7.360120809586102,4.2493623518368675e-06,2001 - 2005
728,terrorism,"('terrorism', 'risen')",7.360120809586102,4.2493623518368675e-06,2001 - 2005
729,terrorism,"('county', 'terrorism')",7.3578683913019205,4.248061919180257e-06,2001 - 2005
730,terrorism,"('terrorism', 'convention')",7.316355910840592,4.224094707748893e-06,2001 - 2005
731,terrorism,"('least', 'terrorism')",7.301273263480098,4.21538674825776e-06,2001 - 2005
732,terrorism,"('days', 'terrorism')",7.287206078129351,4.207265065289198e-06,2001 - 2005
733,terrorism,"('old', 'terrorism')",7.234011953041227,4.176553461725032e-06,2001 - 2005
734,terrorism,"('attention', 'terrorism')",7.185928306846581,4.1487923907909176e-06,2001 - 2005
735,terrorism,"('workshop', 'terrorism')",7.18473240519731,4.1481019375257625e-06,2001 - 2005
736,terrorism,"('knowledge', 'terrorism')",7.117211220093511,4.109118612475202e-06,2001 - 2005
737,terrorism,"('terrorism', 'connection')",7.10364399381316,4.101285580645142e-06,2001 - 2005
738,terrorism,"('mideast', 'terrorism')",7.102601717984755,4.100683823176748e-06,2001 - 2005
739,terrorism,"('poverty', 'terrorism')",7.095137076312319,4.096374115752993e-06,2001 - 2005
740,terrorism,"('yesterday', 'terrorism')",7.072817104079334,4.083487690087621e-06,2001 - 2005
741,terrorism,"('address', 'terrorism')",7.072113411527791,4.083081413517826e-06,2001 - 2005
742,terrorism,"('source', 'terrorism')",7.055242110907102,4.073340775892598e-06,2001 - 2005
743,terrorism,"('consider', 'terrorism')",7.040079747755863,4.064586792526478e-06,2001 - 2005
744,terrorism,"('terrorism', 'saudi')",7.017287182178052,4.051427515311628e-06,2001 - 2005
745,terrorism,"('terrorism', 'morris')",7.015813029419336,4.050576413896882e-06,2001 - 2005
746,terrorism,"('terrorism', 'everywhere')",6.997232658630262,4.039849045398878e-06,2001 - 2005
747,terrorism,"('solve', 'terrorism')",6.991612393607527,4.0366041879824274e-06,2001 - 2005
748,terrorism,"('terrorism', 'power')",6.98340835970378,4.031867592795244e-06,2001 - 2005
749,terrorism,"('pose', 'terrorism')",6.97245227631611,4.025542103108917e-06,2001 - 2005
750,terrorism,"('discourage', 'terrorism')",6.945948921813822,4.0102404036214955e-06,2001 - 2005
751,terrorism,"('terrorism', 'airport')",6.936057189435935,4.004529416499342e-06,2001 - 2005
752,terrorism,"('terrorism', 'around')",6.932204889319976,4.002305292805692e-06,2001 - 2005
753,terrorism,"('terrorism', 'subcommittee')",6.930057070653573,4.00106525069012e-06,2001 - 2005
754,terrorism,"('terrorism', 'congress')",6.922693193032185,3.996813719344723e-06,2001 - 2005
755,terrorism,"('subject', 'terrorism')",6.909131010277427,3.9889835993918355e-06,2001 - 2005
756,terrorism,"('incident', 'terrorism')",6.877150289559797,3.9705195450484465e-06,2001 - 2005
757,terrorism,"('terrorism', 'ultimate')",6.8543024519192715,3.957328356533704e-06,2001 - 2005
758,terrorism,"('sensitivity', 'terrorism')",6.852957345964569,3.956551760231684e-06,2001 - 2005
759,terrorism,"('terrorism', 'unlawful')",6.852957345964569,3.956551760231684e-06,2001 - 2005
760,terrorism,"('seek', 'terrorism')",6.848915656785129,3.954218292849658e-06,2001 - 2005
761,terrorism,"('peril', 'terrorism')",6.838462703723805,3.948183285224993e-06,2001 - 2005
762,terrorism,"('terrorism', 'violent')",6.789505864281187,3.919918076572246e-06,2001 - 2005
763,terrorism,"('terrorism', 'justice')",6.760294418638772,3.903052861915179e-06,2001 - 2005
764,terrorism,"('network', 'terrorism')",6.7585998041180755,3.9020744770039225e-06,2001 - 2005
765,terrorism,"('event', 'terrorism')",6.741721962075381,3.89233006269172e-06,2001 - 2005
766,terrorism,"('torture', 'terrorism')",6.731761634176092,3.88657947197695e-06,2001 - 2005
767,terrorism,"('terrorism', 'natural')",6.720076783107066,3.879833228606207e-06,2001 - 2005
768,terrorism,"('terrorism', 'success')",6.715030603064202,3.876919818887876e-06,2001 - 2005
769,terrorism,"('done', 'terrorism')",6.709966097103221,3.87399582870918e-06,2001 - 2005
770,terrorism,"('liberties', 'terrorism')",6.709966097103221,3.87399582870918e-06,2001 - 2005
771,terrorism,"('monday', 'terrorism')",6.709745409912204,3.87386841506132e-06,2001 - 2005
772,terrorism,"('toward', 'terrorism')",6.700407324611799,3.868477075823776e-06,2001 - 2005
773,terrorism,"('terrorism', 'technology')",6.64774646100539,3.838073350529915e-06,2001 - 2005
774,terrorism,"('terrorism', 'homeland')",6.644389014967018,3.836134930609524e-06,2001 - 2005
775,terrorism,"('terrorism', 'powers')",6.644365223910109,3.8361211948538e-06,2001 - 2005
776,terrorism,"('imply', 'terrorism')",6.629879043479541,3.8277576052693195e-06,2001 - 2005
777,terrorism,"('terrorism', 'bioterror')",6.624193312784785,3.824474951277348e-06,2001 - 2005
778,terrorism,"('emphasis', 'terrorism')",6.616093572154812,3.819798569763634e-06,2001 - 2005
779,terrorism,"('terrorism', 'let')",6.612272198874823,3.817592301664455e-06,2001 - 2005
780,terrorism,"('terrorism', 'include')",6.606250228558512,3.814115519882193e-06,2001 - 2005
781,terrorism,"('hand', 'terrorism')",6.596072160989447,3.808239217269591e-06,2001 - 2005
782,terrorism,"('agent', 'terrorism')",6.584194142981609,3.801381449055894e-06,2001 - 2005
783,terrorism,"('terrorism', 'professor')",6.571613759113934,3.7941181702372466e-06,2001 - 2005
784,terrorism,"('terrorism', 'often')",6.545745693142319,3.779183254289747e-06,2001 - 2005
785,terrorism,"('contemporary', 'terrorism')",6.543996184605034,3.7781731763433535e-06,2001 - 2005
786,terrorism,"('median', 'terrorism')",6.543996184605034,3.7781731763433535e-06,2001 - 2005
787,terrorism,"('terrorism', 'ironically')",6.543996184605034,3.7781731763433535e-06,2001 - 2005
788,terrorism,"('terrorism', 'overshadow')",6.543996184605034,3.7781731763433535e-06,2001 - 2005
789,terrorism,"('terrorism', 'proceeds')",6.543996184605034,3.7781731763433535e-06,2001 - 2005
790,terrorism,"('terrorism', 'want')",6.5375162774354045,3.774432004930221e-06,2001 - 2005
791,terrorism,"('surrender', 'terrorism')",6.528646945781883,3.76931130039432e-06,2001 - 2005
792,terrorism,"('terrorism', 'new')",6.528246029997959,3.769079831851542e-06,2001 - 2005
793,terrorism,"('accused', 'terrorism')",6.5074343846323845,3.757064238006796e-06,2001 - 2005
794,terrorism,"('perspective', 'terrorism')",6.494508597430409,3.7496015407325346e-06,2001 - 2005
795,terrorism,"('terrorism', 'squad')",6.462588865509597,3.731172698242835e-06,2001 - 2005
796,terrorism,"('learn', 'terrorism')",6.4625710021578175,3.7311623848449313e-06,2001 - 2005
797,terrorism,"('terrorism', 'another')",6.452125996584744,3.725131965698939e-06,2001 - 2005
798,terrorism,"('market', 'terrorism')",6.439262632072406,3.7177053081357245e-06,2001 - 2005
799,terrorism,"('terrorism', 'benedict')",6.429370137035783,3.711993880692902e-06,2001 - 2005
800,terrorism,"('terrorism', 'four')",6.424164212038292,3.7089882422987586e-06,2001 - 2005
801,terrorism,"('terrorism', 'friday')",6.41669628811697,3.7046766398701255e-06,2001 - 2005
802,terrorism,"('terrorism', 'probably')",6.406383925552296,3.6987228021038015e-06,2001 - 2005
