rank,word_of_interest,colocate,score,score_normalized,label
1225,terrorism,"('terrorism', 'kerry')",2.8451460423244743,1.6426437541602216e-06,2001 - 2005
1226,terrorism,"('region', 'terrorism')",2.82109826055145,1.6287597784544988e-06,2001 - 2005
1227,terrorism,"('terrorism', 'region')",2.82109826055145,1.6287597784544988e-06,2001 - 2005
1228,terrorism,"('terrorism', 'question')",2.8137685313536434,1.6245279626856934e-06,2001 - 2005
1229,terrorism,"('terrorism', 'foreign')",2.8119668286075026,1.6234877504369108e-06,2001 - 2005
1230,terrorism,"('protection', 'terrorism')",2.7997747555771646,1.6164486627009477e-06,2001 - 2005
1231,terrorism,"('terrorism', 'ideology')",2.7993292262730103,1.6161914365628595e-06,2001 - 2005
1232,terrorism,"('terrorism', 'basic')",2.797988257856172,1.6154172290664154e-06,2001 - 2005
1233,terrorism,"('terrorism', 'concern')",2.7930472801685777,1.6125645578793361e-06,2001 - 2005
1234,terrorism,"('terrorism', 'course')",2.7882449772586533,1.6097919505111294e-06,2001 - 2005
1235,terrorism,"('respect', 'terrorism')",2.773943394676234,1.6015349384090637e-06,2001 - 2005
1236,terrorism,"('terrorism', 'highest')",2.7693293151710474,1.5988710017366948e-06,2001 - 2005
1237,terrorism,"('grow', 'terrorism')",2.761980643461519,1.5946282495174912e-06,2001 - 2005
1238,terrorism,"('terrorism', 'though')",2.7598825364309807,1.5934169083919376e-06,2001 - 2005
1239,terrorism,"('terrorism', 'found')",2.758500738955995,1.5926191282576195e-06,2001 - 2005
1240,terrorism,"('terrorism', 'beyond')",2.751241799323461,1.5884281828116467e-06,2001 - 2005
1241,terrorism,"('terrorism', 'product')",2.748736818002814,1.5869819330025201e-06,2001 - 2005
1242,terrorism,"('terrorism', 'line')",2.7480259189278096,1.5865714957497313e-06,2001 - 2005
1243,terrorism,"('terrorism', 'factor')",2.7409074672574727,1.5824616609638809e-06,2001 - 2005
1244,terrorism,"('terrorism', 'legitimate')",2.736611972196405,1.579981658873259e-06,2001 - 2005
1245,terrorism,"('terrorism', 'across')",2.7309826629723055,1.5767315797913259e-06,2001 - 2005
1246,terrorism,"('terrorism', 'taught')",2.7243167282435836,1.572883005452826e-06,2001 - 2005
1247,terrorism,"('commercial', 'terrorism')",2.721865169616313,1.5714675992110594e-06,2001 - 2005
1248,terrorism,"('terrorism', 'next')",2.7016817670244713,1.5598147210417183e-06,2001 - 2005
1249,terrorism,"('terrorism', 'motivation')",2.700724495588986,1.5592620408203364e-06,2001 - 2005
1250,terrorism,"('terrorism', 'surely')",2.700724495588986,1.5592620408203364e-06,2001 - 2005
1251,terrorism,"('terrorism', 'title')",2.700724495588986,1.5592620408203364e-06,2001 - 2005
1252,terrorism,"('terrorism', 'unfair')",2.700724495588986,1.5592620408203364e-06,2001 - 2005
1253,terrorism,"('challenge', 'terrorism')",2.697540305278725,1.5574236500145926e-06,2001 - 2005
1254,terrorism,"('matter', 'terrorism')",2.692630574204859,1.5545890190455253e-06,2001 - 2005
1255,terrorism,"('paid', 'terrorism')",2.68476671340309,1.550048822641738e-06,2001 - 2005
1256,terrorism,"('direct', 'terrorism')",2.6742933799207567,1.544002048390411e-06,2001 - 2005
1257,terrorism,"('teach', 'terrorism')",2.6570437006972814,1.5340429540535314e-06,2001 - 2005
1258,terrorism,"('hint', 'terrorism')",2.649562817473277,1.5297238695774766e-06,2001 - 2005
1259,terrorism,"('sessions', 'terrorism')",2.649562817473277,1.5297238695774766e-06,2001 - 2005
1260,terrorism,"('terrorism', 'expense')",2.649562817473277,1.5297238695774766e-06,2001 - 2005
1261,terrorism,"('terrorism', 'mixed')",2.649562817473277,1.5297238695774766e-06,2001 - 2005
1262,terrorism,"('tolerate', 'terrorism')",2.649562817473277,1.5297238695774766e-06,2001 - 2005
1263,terrorism,"('terrorism', 'virtually')",2.645897739577909,1.5276078385464583e-06,2001 - 2005
1264,terrorism,"('terrorism', 'think')",2.6451721719913692,1.5271889324353062e-06,2001 - 2005
1265,terrorism,"('real', 'terrorism')",2.6411706146534524,1.524878635153458e-06,2001 - 2005
1266,terrorism,"('book', 'terrorism')",2.6391830518523918,1.523731116687764e-06,2001 - 2005
1267,terrorism,"('wiretap', 'terrorism')",2.6375036254233324,1.5227615006142032e-06,2001 - 2005
1268,terrorism,"('terrorism', 'considered')",2.637416357068494,1.5227111162698218e-06,2001 - 2005
1269,terrorism,"('terrorism', 'western')",2.637102293938214,1.5225297920665324e-06,2001 - 2005
1270,terrorism,"('terrorism', 'take')",2.635768700281755,1.5217598423845892e-06,2001 - 2005
1271,terrorism,"('model', 'terrorism')",2.6295495727909737,1.5181692319986593e-06,2001 - 2005
1272,terrorism,"('terrorism', 'model')",2.6295495727909737,1.5181692319986593e-06,2001 - 2005
1273,terrorism,"('terrorism', 'allow')",2.6225383959098476,1.5141213322628393e-06,2001 - 2005
1274,terrorism,"('terrorism', 'safety')",2.622144055484549,1.5138936600003285e-06,2001 - 2005
1275,terrorism,"('terrorism', 'perhaps')",2.618778775023028,1.5119507168793494e-06,2001 - 2005
1276,terrorism,"('terrorism', 'win')",2.618778775023028,1.5119507168793494e-06,2001 - 2005
1277,terrorism,"('terrorism', 'twice')",2.6074483877509103,1.5054091230181237e-06,2001 - 2005
1278,terrorism,"('terrorism', 'given')",2.5998706056324696,1.5010340940100965e-06,2001 - 2005
1279,terrorism,"('dedicated', 'terrorism')",2.5993508969176724,1.5007340404235162e-06,2001 - 2005
1280,terrorism,"('innocent', 'terrorism')",2.5821241899836,1.4907882091273187e-06,2001 - 2005
1281,terrorism,"('terrorism', 'innocent')",2.5821241899836,1.4907882091273187e-06,2001 - 2005
1282,terrorism,"('terrorism', 'five')",2.5590487033705376,1.4774655875833694e-06,2001 - 2005
1283,terrorism,"('bashir', 'terrorism')",2.5500652736937166,1.472279008606386e-06,2001 - 2005
1284,terrorism,"('conflict', 'terrorism')",2.527528393808417,1.4592673514080789e-06,2001 - 2005
1285,terrorism,"('half', 'terrorism')",2.5274749373829026,1.4592364883654845e-06,2001 - 2005
1286,terrorism,"('terrorism', 'lot')",2.525987189934888,1.458377538063147e-06,2001 - 2005
1287,terrorism,"('terrorism', 'completely')",2.5146323110892768,1.4518218040032705e-06,2001 - 2005
1288,terrorism,"('surveillance', 'terrorism')",2.5002751629208904,1.443532711135797e-06,2001 - 2005
1289,terrorism,"('feel', 'terrorism')",2.4908830279511154,1.438110166346593e-06,2001 - 2005
1290,terrorism,"('mention', 'terrorism')",2.486881210209866,1.435799718721001e-06,2001 - 2005
1291,terrorism,"('terrorism', 'present')",2.486706761255574,1.4356990006977697e-06,2001 - 2005
1292,terrorism,"('terrorism', 'cite')",2.4731594543968827,1.4278774693366097e-06,2001 - 2005
1293,terrorism,"('example', 'terrorism')",2.463076516454004,1.4220560897697727e-06,2001 - 2005
1294,terrorism,"('terrorism', 'analysis')",2.459788524547519,1.4201577691603658e-06,2001 - 2005
1295,terrorism,"('terrorism', 'erode')",2.454183334122981,1.4169216150562257e-06,2001 - 2005
1296,terrorism,"('terrorism', 'preserve')",2.454183334122981,1.4169216150562257e-06,2001 - 2005
1297,terrorism,"('terrorism', 'shape')",2.454183334122981,1.4169216150562257e-06,2001 - 2005
1298,terrorism,"('terrorism', 'white')",2.4426971402170814,1.4102900663069095e-06,2001 - 2005
1299,terrorism,"('current', 'terrorism')",2.4426950182926657,1.4102888412148276e-06,2001 - 2005
1300,terrorism,"('ongoing', 'terrorism')",2.424174022144232,1.3995957526381885e-06,2001 - 2005
1301,terrorism,"('vague', 'terrorism')",2.4224921109107767,1.3986247019639565e-06,2001 - 2005
1302,terrorism,"('decline', 'terrorism')",2.4191827717355094,1.3967140565187724e-06,2001 - 2005
1303,terrorism,"('decrease', 'terrorism')",2.407544229929612,1.389994549779719e-06,2001 - 2005
1304,terrorism,"('terrorism', 'slightly')",2.407544229929612,1.389994549779719e-06,2001 - 2005
1305,terrorism,"('terrorism', 'st')",2.4041394811491923,1.3880288196430434e-06,2001 - 2005
1306,terrorism,"('terrorism', 'drop')",2.4017417443019005,1.3866444873811023e-06,2001 - 2005
1307,terrorism,"('give', 'terrorism')",2.393373365311726,1.381813007634135e-06,2001 - 2005
1308,terrorism,"('terrorism', 'clinton')",2.3845603282549153,1.3767248047576577e-06,2001 - 2005
1309,terrorism,"('terrorism', 'saddam')",2.377931072453597,1.3728974069809625e-06,2001 - 2005
1310,terrorism,"('terrorism', 'hour')",2.366494958282031,1.3662947717431458e-06,2001 - 2005
1311,terrorism,"('terrorism', 'horrific')",2.36174577022947,1.363552830213319e-06,2001 - 2005
1312,terrorism,"('terrorism', 'intensify')",2.36174577022947,1.363552830213319e-06,2001 - 2005
1313,terrorism,"('june', 'terrorism')",2.3550767556402636,1.3597024777187901e-06,2001 - 2005
1314,terrorism,"('let', 'terrorism')",2.3550767556402636,1.3597024777187901e-06,2001 - 2005
1315,terrorism,"('necessary', 'terrorism')",2.3521962048937395,1.3580393930750037e-06,2001 - 2005
1316,terrorism,"('saying', 'terrorism')",2.35013071301373,1.3568468822915522e-06,2001 - 2005
1317,terrorism,"('terrorism', 'come')",2.3481411970491823,1.3556982361678207e-06,2001 - 2005
1318,terrorism,"('terrorism', 'exactly')",2.341670338831876,1.3519622891631354e-06,2001 - 2005
1319,terrorism,"('terrorism', 'era')",2.3363895407536095,1.3489134228303692e-06,2001 - 2005
1320,terrorism,"('answer', 'terrorism')",2.3361463574932433,1.348773021087255e-06,2001 - 2005
1321,terrorism,"('terrorism', 'activity')",2.3306905860222233,1.3456231339469539e-06,2001 - 2005
1322,terrorism,"('terrorism', 'surprise')",2.3167749590420623,1.3375889531336872e-06,2001 - 2005
1323,terrorism,"('reward', 'terrorism')",2.3167683995464716,1.3375851660119358e-06,2001 - 2005
1324,terrorism,"('subpoena', 'terrorism')",2.3167683995464716,1.3375851660119358e-06,2001 - 2005
1325,terrorism,"('terrorism', 'equally')",2.3167683995464716,1.3375851660119358e-06,2001 - 2005
1326,terrorism,"('terrorism', 'stretch')",2.3167683995464716,1.3375851660119358e-06,2001 - 2005
1327,terrorism,"('terrorism', 'governor')",2.3122665033523866,1.3349859983224455e-06,2001 - 2005
1328,terrorism,"('recognize', 'terrorism')",2.308841656679669,1.3330086646769291e-06,2001 - 2005
1329,terrorism,"('terrorism', 'meeting')",2.3061319296725724,1.3314442050402455e-06,2001 - 2005
1330,terrorism,"('terrorism', 'report')",2.2964028708395645,1.3258271374141349e-06,2001 - 2005
1331,terrorism,"('refer', 'terrorism')",2.2905735158731906,1.3224615620152446e-06,2001 - 2005
1332,terrorism,"('terrorism', 'material')",2.2869463823743637,1.3203674381640537e-06,2001 - 2005
1333,terrorism,"('terrorism', 'merely')",2.282840516094576,1.3179969181627677e-06,2001 - 2005
1334,terrorism,"('terrorism', 'brutal')",2.27259323554984,1.312080655470612e-06,2001 - 2005
1335,terrorism,"('terrorism', 'responsibility')",2.2725362570861893,1.3120477589809257e-06,2001 - 2005
1336,terrorism,"('terrorism', 'south')",2.26976544355899,1.3104480310700596e-06,2001 - 2005
1337,terrorism,"('terrorism', 'th')",2.246161377267277,1.2968202342926439e-06,2001 - 2005
1338,terrorism,"('january', 'terrorism')",2.233538033885356,1.2895321528182775e-06,2001 - 2005
1339,terrorism,"('terrorism', 'january')",2.233538033885356,1.2895321528182775e-06,2001 - 2005
1340,terrorism,"('times', 'terrorism')",2.2293623785438488,1.2871213401344235e-06,2001 - 2005
1341,terrorism,"('brand', 'terrorism')",2.2292020406219866,1.2870287691092516e-06,2001 - 2005
1342,terrorism,"('terrorism', 'demanding')",2.2292020406219866,1.2870287691092516e-06,2001 - 2005
1343,terrorism,"('terrorism', 'prevail')",2.2292020406219866,1.2870287691092516e-06,2001 - 2005
1344,terrorism,"('facing', 'terrorism')",2.219226221961259,1.2812692348105162e-06,2001 - 2005
1345,terrorism,"('extent', 'terrorism')",2.215636835188575,1.2791969040142392e-06,2001 - 2005
1346,terrorism,"('terrorism', 'every')",2.208489697431723,1.2750705073295813e-06,2001 - 2005
1347,terrorism,"('terrorism', 'interview')",2.2082921684042702,1.2749564640367645e-06,2001 - 2005
1348,terrorism,"('terrorism', 'change')",2.205870744351346,1.273558455977586e-06,2001 - 2005
1349,terrorism,"('area', 'terrorism')",2.196996387202061,1.2684348499740257e-06,2001 - 2005
1350,terrorism,"('rank', 'terrorism')",2.1865771936929406,1.2624193334112412e-06,2001 - 2005
1351,terrorism,"('terrorism', 'massachusetts')",2.1865771936929406,1.2624193334112412e-06,2001 - 2005
1352,terrorism,"('terrorism', 'weigh')",2.1865771936929406,1.2624193334112412e-06,2001 - 2005
1353,terrorism,"('punishment', 'terrorism')",2.182668363698774,1.2601625722185025e-06,2001 - 2005
1354,terrorism,"('line', 'terrorism')",2.180662464956473,1.2590044675055977e-06,2001 - 2005
1355,terrorism,"('terrorism', 'visit')",2.1616348184431704,1.2480188645746813e-06,2001 - 2005
1356,terrorism,"('name', 'terrorism')",2.159780347994552,1.2469481869172316e-06,2001 - 2005
1357,terrorism,"('terrorism', 'several')",2.1549304561170004,1.2441481040805337e-06,2001 - 2005
1358,terrorism,"('detailed', 'terrorism')",2.1501140606784785,1.2413673603974466e-06,2001 - 2005
1359,terrorism,"('august', 'terrorism')",2.149723220142384,1.2411417087943523e-06,2001 - 2005
1360,terrorism,"('weapon', 'terrorism')",2.1468459806610536,1.2394805359079968e-06,2001 - 2005
1361,terrorism,"('reduction', 'terrorism')",2.1447016583150096,1.23824251239137e-06,2001 - 2005
1362,terrorism,"('terrorism', 'escalate')",2.1447016583150096,1.23824251239137e-06,2001 - 2005
1363,terrorism,"('terrorism', 'munich')",2.1447016583150096,1.23824251239137e-06,2001 - 2005
1364,terrorism,"('terrorism', 'neighboring')",2.1447016583150096,1.23824251239137e-06,2001 - 2005
1365,terrorism,"('terrorism', 'run')",2.1415726791611185,1.2364359977212697e-06,2001 - 2005
1366,terrorism,"('prominent', 'terrorism')",2.141485284527217,1.23638554046973e-06,2001 - 2005
1367,terrorism,"('terrorism', 'maine')",2.141485284527217,1.23638554046973e-06,2001 - 2005
1368,terrorism,"('information', 'terrorism')",2.1386265983690222,1.2347350793359224e-06,2001 - 2005
1369,terrorism,"('terrorism', 'method')",2.1248513227965526,1.2267819303430972e-06,2001 - 2005
1370,terrorism,"('terrorism', 'state')",2.12401174445338,1.2262972001742326e-06,2001 - 2005
1371,terrorism,"('amount', 'terrorism')",2.1134664869873303,1.2202089006441087e-06,2001 - 2005
1372,terrorism,"('separate', 'terrorism')",2.1097946532738217,1.2180889691446056e-06,2001 - 2005
1373,terrorism,"('jihadist', 'terrorism')",2.1035589613857675,1.2144887953115566e-06,2001 - 2005
1374,terrorism,"('february', 'terrorism')",2.1027340520069737,1.2140125342625045e-06,2001 - 2005
1375,terrorism,"('mass', 'terrorism')",2.0889263677978978,1.2060406741582953e-06,2001 - 2005
1376,terrorism,"('terrorism', 'enhance')",2.0882452974264787,1.205647458493752e-06,2001 - 2005
1377,terrorism,"('concept', 'terrorism')",2.0862244975061968,1.2044807505926185e-06,2001 - 2005
1378,terrorism,"('terrorism', 'anywhere')",2.0862244975061968,1.2044807505926185e-06,2001 - 2005
1379,terrorism,"('terrorism', 'scholar')",2.0862244975061968,1.2044807505926185e-06,2001 - 2005
1380,terrorism,"('terrorism', 'give')",2.0845164712673068,1.2034946224320541e-06,2001 - 2005
1381,terrorism,"('record', 'terrorism')",2.0828492202617266,1.2025320358336187e-06,2001 - 2005
1382,terrorism,"('terrorism', 'turn')",2.0808310063026667,1.201366820936003e-06,2001 - 2005
1383,terrorism,"('terrorism', 'sound')",2.078822383047415,1.2002071432268036e-06,2001 - 2005
1384,terrorism,"('terrorism', 'acts')",2.07270405431043,1.196674728954847e-06,2001 - 2005
1385,terrorism,"('terrorism', 'approach')",2.0669289596254465,1.1933404807043701e-06,2001 - 2005
1386,terrorism,"('terrorism', 'humanity')",2.0631331679250353,1.1911489821183505e-06,2001 - 2005
1387,terrorism,"('advocate', 'terrorism')",2.056092178239676,1.1870838699737686e-06,2001 - 2005
1388,terrorism,"('generate', 'terrorism')",2.054877814840329,1.1863827578257299e-06,2001 - 2005
1389,terrorism,"('conduct', 'terrorism')",2.0537358823313863,1.1857234636188304e-06,2001 - 2005
1390,terrorism,"('terrorism', 'backstop')",2.0497951602562106,1.1834482895478432e-06,2001 - 2005
1391,terrorism,"('disaster', 'terrorism')",2.038577557247822,1.1769718116292183e-06,2001 - 2005
1392,terrorism,"('terrorism', 'impossible')",2.0360521586896327,1.1755137739374214e-06,2001 - 2005
1393,terrorism,"('ruling', 'terrorism')",2.033549489675443,1.1740688591373607e-06,2001 - 2005
1394,terrorism,"('terrorism', 'commitment')",2.033549489675443,1.1740688591373607e-06,2001 - 2005
1395,terrorism,"('terrorism', 'emerge')",2.033549489675443,1.1740688591373607e-06,2001 - 2005
1396,terrorism,"('terrorism', 'rise')",2.033549489675443,1.1740688591373607e-06,2001 - 2005
1397,terrorism,"('demand', 'terrorism')",2.031121652291981,1.1726671483447569e-06,2001 - 2005
1398,terrorism,"('terrorism', 'successful')",2.0297179865042487,1.1718567425501694e-06,2001 - 2005
1399,terrorism,"('terrorism', 'crisis')",2.0286195100749396,1.1712225376907863e-06,2001 - 2005
1400,terrorism,"('terrorism', 'truly')",2.023922450220531,1.1685106923520995e-06,2001 - 2005
1401,terrorism,"('imprison', 'terrorism')",2.023408856478707,1.1682141692423424e-06,2001 - 2005
1402,terrorism,"('terrorism', 'poindexter')",2.023408856478707,1.1682141692423424e-06,2001 - 2005
1403,terrorism,"('terrorism', 'defend')",2.0200851432889078,1.1662952249665038e-06,2001 - 2005
1404,terrorism,"('monitor', 'terrorism')",2.012940603914525,1.1621703284567649e-06,2001 - 2005
1405,terrorism,"('terrorism', 'recently')",1.9967924634715954,1.1528472070263413e-06,2001 - 2005
1406,terrorism,"('terrorism', 'islamist')",1.984884771881621,1.1459723067836959e-06,2001 - 2005
1407,terrorism,"('carry', 'terrorism')",1.9648898391323204,1.1344282415909446e-06,2001 - 2005
1408,terrorism,"('conventional', 'terrorism')",1.963164117026273,1.1334318967296457e-06,2001 - 2005
1409,terrorism,"('terrorism', 'wise')",1.963164117026273,1.1334318967296457e-06,2001 - 2005
1410,terrorism,"('terrorism', 'civilian')",1.9462901806609256,1.123689737358456e-06,2001 - 2005
1411,terrorism,"('terrorism', 'engage')",1.9333506471912676,1.116219103682894e-06,2001 - 2005
1412,terrorism,"('terrorism', 'yesterday')",1.9111219422657388,1.1033853711553508e-06,2001 - 2005
1413,terrorism,"('terrorism', 'underscore')",1.9082978577955796,1.1017548872901578e-06,2001 - 2005
1414,terrorism,"('terrorism', 'know')",1.9070272829170918,1.1010213214705853e-06,2001 - 2005
1415,terrorism,"('terrorism', 'insured')",1.903907484574348,1.099220107337563e-06,2001 - 2005
1416,terrorism,"('terrorism', 'care')",1.8992432645614743,1.0965272220662268e-06,2001 - 2005
1417,terrorism,"('terrorism', 'true')",1.8939173083290717,1.093452283694016e-06,2001 - 2005
1418,terrorism,"('true', 'terrorism')",1.8939173083290717,1.093452283694016e-06,2001 - 2005
1419,terrorism,"('critical', 'terrorism')",1.8867346630787365,1.0893053867743865e-06,2001 - 2005
1420,terrorism,"('little', 'terrorism')",1.8866519284733485,1.0892576199881577e-06,2001 - 2005
1421,terrorism,"('terrorism', 'remain')",1.8836606394406257,1.0875306006459535e-06,2001 - 2005
1422,terrorism,"('terrorism', 'game')",1.8808794697241282,1.0859248935939768e-06,2001 - 2005
1423,terrorism,"('terrorism', 'palestinian')",1.8785040816354766,1.08455346437752e-06,2001 - 2005
1424,terrorism,"('terrorism', 'safe')",1.8762968069811548,1.083279095374769e-06,2001 - 2005
1425,terrorism,"('anything', 'terrorism')",1.8747671933960879,1.0823959736775305e-06,2001 - 2005
1426,terrorism,"('terrorism', 'concerned')",1.8742513220672263,1.0820981356039488e-06,2001 - 2005
1427,terrorism,"('back', 'terrorism')",1.8722305649210522,1.0809314523984268e-06,2001 - 2005
1428,terrorism,"('terrorism', 'domestic')",1.8687085009849103,1.0788979904107496e-06,2001 - 2005
1429,terrorism,"('terrorism', 'plant')",1.8617933473327755,1.0749055296418618e-06,2001 - 2005
1430,terrorism,"('announce', 'terrorism')",1.8588818193775722,1.073224560320944e-06,2001 - 2005
1431,terrorism,"('terrorism', 'might')",1.8577825624387412,1.0725899048347488e-06,2001 - 2005
1432,terrorism,"('latest', 'terrorism')",1.8553683074596012,1.0711960358370104e-06,2001 - 2005
1433,terrorism,"('terrorism', 'really')",1.8483100603253053,1.0671209601122513e-06,2001 - 2005
1434,terrorism,"('terrorism', 'role')",1.8465753533432645,1.0661194278369453e-06,2001 - 2005
1435,terrorism,"('terrorism', 'suffer')",1.8388659337786972,1.0616683980101632e-06,2001 - 2005
1436,terrorism,"('terrorism', 'sharp')",1.837335463805558,1.0607847818776666e-06,2001 - 2005
1437,terrorism,"('terrorism', 'typically')",1.8348031040675097,1.0593227251518918e-06,2001 - 2005
1438,terrorism,"('terrorism', 'tie')",1.8278951231180178,1.0553344055395636e-06,2001 - 2005
1439,terrorism,"('terrorism', 'head')",1.8233344725620082,1.0527013160463382e-06,2001 - 2005
1440,terrorism,"('terrorism', 'action')",1.8228217465883052,1.0524052939421053e-06,2001 - 2005
1441,terrorism,"('terrorism', 'side')",1.818576528215889,1.0499543190744676e-06,2001 - 2005
1442,terrorism,"('terrorism', 'light')",1.8181201191219385,1.0496908114947629e-06,2001 - 2005
1443,terrorism,"('terrorism', 'try')",1.8135247835453079,1.0470376966208932e-06,2001 - 2005
1444,terrorism,"('terrorism', 'greater')",1.812217198525885,1.0462827630135365e-06,2001 - 2005
1445,terrorism,"('terrorism', 'front')",1.8095825188859322,1.0447616319396301e-06,2001 - 2005
1446,terrorism,"('extremist', 'terrorism')",1.8023726718922006,1.0405990301060076e-06,2001 - 2005
1447,terrorism,"('terrorism', 'responsible')",1.7998876302729885,1.0391642924743e-06,2001 - 2005
1448,terrorism,"('terrorism', 'challenge')",1.784171173767513,1.0300904035658914e-06,2001 - 2005
1449,terrorism,"('terrorism', 'catastrophe')",1.781439529349412,1.0285132899220822e-06,2001 - 2005
1450,terrorism,"('terrorism', 'statement')",1.780035569352263,1.0277027142658237e-06,2001 - 2005
1451,terrorism,"('terrorism', 'resources')",1.7799294479452747,1.0276414451204868e-06,2001 - 2005
1452,terrorism,"('terrorism', 'blame')",1.7753066089173979,1.0249724511417364e-06,2001 - 2005
1453,terrorism,"('civilization', 'terrorism')",1.763783145112682,1.018319384633543e-06,2001 - 2005
1454,terrorism,"('likelihood', 'terrorism')",1.763783145112682,1.018319384633543e-06,2001 - 2005
1455,terrorism,"('outbreak', 'terrorism')",1.763783145112682,1.018319384633543e-06,2001 - 2005
1456,terrorism,"('tell', 'terrorism')",1.7630553735149928,1.017899206037571e-06,2001 - 2005
1457,terrorism,"('terrorism', 'tell')",1.7630553735149928,1.017899206037571e-06,2001 - 2005
1458,terrorism,"('meet', 'terrorism')",1.7508304675181376,1.0108411622035456e-06,2001 - 2005
1459,terrorism,"('terrorism', 'trend')",1.734752498306893,1.0015585541013427e-06,2001 - 2005
1460,terrorism,"('core', 'terrorism')",1.7291704999707278,9.98335789938719e-07,2001 - 2005
1461,terrorism,"('terrorism', 'export')",1.7291704999707278,9.98335789938719e-07,2001 - 2005
1462,terrorism,"('usa', 'terrorism')",1.7264600890165855,9.967709354255242e-07,2001 - 2005
1463,terrorism,"('terrorism', 'oil')",1.7242279576789956,9.954822154281629e-07,2001 - 2005
1464,terrorism,"('terrorism', 'ask')",1.7025588256170536,9.829715520351016e-07,2001 - 2005
1465,terrorism,"('terrorism', 'carry')",1.7024991496931534,9.829370981679853e-07,2001 - 2005
1466,terrorism,"('terrorism', 'certain')",1.7021963648695735,9.82762285489863e-07,2001 - 2005
1467,terrorism,"('terrorism', 'anthrax')",1.6910890465666695,9.763494803950396e-07,2001 - 2005
1468,terrorism,"('lecture', 'terrorism')",1.6811150619279696,9.705910049680753e-07,2001 - 2005
1469,terrorism,"('mind', 'terrorism')",1.6780402009264277,9.68815735388252e-07,2001 - 2005
1470,terrorism,"('terrorism', 'draft')",1.6776497737123108,9.685903224164105e-07,2001 - 2005
1471,terrorism,"('terrorism', 'libya')",1.675941607090909,9.676041132060675e-07,2001 - 2005
1472,terrorism,"('terrorism', 'root')",1.675941607090909,9.676041132060675e-07,2001 - 2005
1473,terrorism,"('project', 'terrorism')",1.6740754955507349,9.665267145697822e-07,2001 - 2005
1474,terrorism,"('terrorism', 'financial')",1.6675815581428548,9.627774428050729e-07,2001 - 2005
1475,terrorism,"('terrorism', 'additional')",1.666002738948273,9.618659122718953e-07,2001 - 2005
1476,terrorism,"('idea', 'terrorism')",1.6550341048587924,9.555331764436725e-07,2001 - 2005
1477,terrorism,"('terrorism', 'whether')",1.6499705138224687,9.526097144963051e-07,2001 - 2005
1478,terrorism,"('reinsure', 'terrorism')",1.6458357082783106,9.502224864240936e-07,2001 - 2005
1479,terrorism,"('terrorism', 'willing')",1.6420096351580291,9.480135048742903e-07,2001 - 2005
1480,terrorism,"('destroy', 'terrorism')",1.6363345530476074,9.447369988375687e-07,2001 - 2005
1481,terrorism,"('terrorism', 'syria')",1.6363345530476074,9.447369988375687e-07,2001 - 2005
1482,terrorism,"('criminal', 'terrorism')",1.632964888881535,9.427915247867905e-07,2001 - 2005
1483,terrorism,"('terrorism', 'seven')",1.6307501682521304,9.415128568537628e-07,2001 - 2005
1484,terrorism,"('guidelines', 'terrorism')",1.6287929309929856,9.403828468256951e-07,2001 - 2005
1485,terrorism,"('experienced', 'terrorism')",1.6287830373885113,9.403771347577189e-07,2001 - 2005
1486,terrorism,"('unite', 'terrorism')",1.6287830373885113,9.403771347577189e-07,2001 - 2005
1487,terrorism,"('terrorism', 'pentagon')",1.6244615310228863,9.378821150524183e-07,2001 - 2005
1488,terrorism,"('occupation', 'terrorism')",1.6199244136012245,9.352626124034453e-07,2001 - 2005
1489,terrorism,"('terrorism', 'speak')",1.6033888578416349,9.257158169187865e-07,2001 - 2005
1490,terrorism,"('terrorism', 'prior')",1.6031147145550042,9.255575404188002e-07,2001 - 2005
1491,terrorism,"('terrorism', 'get')",1.5981088916472483,9.226674308737945e-07,2001 - 2005
1492,terrorism,"('grown', 'terrorism')",1.5964340671277215,9.217004717105779e-07,2001 - 2005
1493,terrorism,"('terrorism', 'lack')",1.579151303419959,9.117222760619675e-07,2001 - 2005
1494,terrorism,"('motivate', 'terrorism')",1.5777530123834138,9.10914973377497e-07,2001 - 2005
1495,terrorism,"('flood', 'terrorism')",1.5646243170609044,9.033351271935122e-07,2001 - 2005
1496,terrorism,"('terrorism', 'extreme')",1.5646243170609044,9.033351271935122e-07,2001 - 2005
1497,terrorism,"('strategy', 'terrorism')",1.5617132309889925,9.016544129937089e-07,2001 - 2005
1498,terrorism,"('mail', 'terrorism')",1.5587689437387207,8.999545301089059e-07,2001 - 2005
1499,terrorism,"('terrorism', 'potential')",1.5570365883803508,8.989543555424405e-07,2001 - 2005
1500,terrorism,"('terrorism', 'short')",1.5540040106702095,8.972034982013885e-07,2001 - 2005
1501,terrorism,"('terrorism', 'dr')",1.5462737020886523,8.927404081102901e-07,2001 - 2005
1502,terrorism,"('terrorism', 'arrest')",1.5410980634832168,8.897522555506192e-07,2001 - 2005
1503,terrorism,"('sentence', 'terrorism')",1.540089530944135,8.89169979754739e-07,2001 - 2005
1504,terrorism,"('terrorism', 'join')",1.5393089898278172,8.887193347015461e-07,2001 - 2005
1505,terrorism,"('terrorism', 'rand')",1.5333437048637908,8.852752801812594e-07,2001 - 2005
1506,terrorism,"('existing', 'terrorism')",1.527963444370961,8.82168989269359e-07,2001 - 2005
